order_item_id,order_id,product_id,quantity,unit_price,discount,discount_pct
ITEM0063362,ORD033401,,4.0,694.06,0.1,0.1
ITEM0063363,ORD033402,,1.0,26980.92,0.2,0.2
ITEM0063364,ORD033402,,3.0,1137.5,0.15,0.15
ITEM0063365,ORD033403,,2.0,7935.25,0.15,0.15
ITEM0063366,ORD033403,,3.0,27960.64,0.1,0.1
ITEM0063367,ORD033403,,3.0,3210.56,0.0,0.0
ITEM0063368,ORD033403,,1.0,360.07,0.0,0.0
ITEM0063369,ORD033403,,2.0,1267.61,0.0,0.0
ITEM0063370,ORD033404,,1.0,1041.89,0.0,0.0
ITEM0063371,ORD033404,,1.0,9460.64,0.15,0.15
ITEM0063372,ORD033405,,1.0,1566.13,0.0,0.0
ITEM0063373,ORD033406,,1.0,5953.05,0.0,0.0
ITEM0063374,ORD033407,,3.0,32944.07,0.0,0.0
ITEM0063375,ORD033408,,1.0,9788.57,0.05,0.05
ITEM0063376,ORD033408,,1.0,7888.54,0.0,0.0
ITEM0063377,ORD033409,,1.0,5770.92,0.0,0.0
ITEM0063378,ORD033409,,1.0,6441.45,0.15,0.15
ITEM0063379,ORD033410,,4.0,3200.16,0.1,0.1
ITEM0063380,ORD033411,,1.0,409.45,0.05,0.05
ITEM0063381,ORD033412,,1.0,1013.49,0.1,0.1
ITEM0063382,ORD033412,,3.0,26250.98,0.0,0.0
ITEM0063383,ORD033413,,1.0,1296.92,0.1,0.1
ITEM0063384,ORD033413,,1.0,2505.98,0.1,0.1
ITEM0063385,ORD033414,,1.0,7553.98,0.0,0.0
ITEM0063386,ORD033414,,1.0,7572.46,0.1,0.1
ITEM0063387,ORD033415,,1.0,1170.67,0.0,0.0
ITEM0063388,ORD033416,,1.0,9923.88,0.05,0.05
ITEM0063389,ORD033417,,1.0,9037.05,0.0,0.0
ITEM0063390,ORD033417,,1.0,367.06,0.1,0.1
ITEM0063391,ORD033418,,2.0,3249.77,0.0,0.0
ITEM0063392,ORD033418,,5.0,4787.51,0.1,0.1
ITEM0063393,ORD033418,,1.0,5011.18,0.1,0.1
ITEM0063394,ORD033419,,1.0,1034.84,0.05,0.05
ITEM0063395,ORD033420,,1.0,5781.19,0.1,0.1
ITEM0063396,ORD033421,,1.0,8979.26,0.1,0.1
ITEM0063397,ORD033422,,1.0,7433.2,0.15,0.15
ITEM0063398,ORD033423,,4.0,1586.85,0.05,0.05
ITEM0063399,ORD033423,,2.0,3951.59,0.1,0.1
ITEM0063400,ORD033423,,1.0,32683.2,0.0,0.0
ITEM0063401,ORD033423,,5.0,6834.18,0.15,0.15
ITEM0063402,ORD033424,,1.0,7038.98,0.1,0.1
ITEM0063403,ORD033425,,4.0,1720.18,0.0,0.0
ITEM0063404,ORD033425,,1.0,8624.74,0.15,0.15
ITEM0063405,ORD033426,,1.0,4607.46,0.15,0.15
ITEM0063406,ORD033427,,2.0,2740.29,0.15,0.15
ITEM0063407,ORD033427,,4.0,11313.15,0.0,0.0
ITEM0063408,ORD033427,,2.0,300.52,0.1,0.1
ITEM0063409,ORD033428,,1.0,8040.71,0.0,0.0
ITEM0063410,ORD033429,,2.0,2599.76,0.05,0.05
ITEM0063411,ORD033429,,1.0,400.25,0.15,0.15
ITEM0063412,ORD033429,,1.0,1397.37,0.1,0.1
ITEM0063413,ORD033430,,3.0,5815.17,0.05,0.05
ITEM0063414,ORD033431,,3.0,3171.94,0.1,0.1
ITEM0063415,ORD033431,,1.0,1330.99,0.0,0.0
ITEM0063416,ORD033432,,2.0,2289.49,0.1,0.1
ITEM0063417,ORD033433,,2.0,1320.25,0.0,0.0
ITEM0063418,ORD033434,,1.0,11207.49,0.0,0.0
ITEM0063419,ORD033434,,1.0,6698.76,0.1,0.1
ITEM0063420,ORD033434,,2.0,77010.14,0.15,0.15
ITEM0063421,ORD033435,,2.0,2818.96,0.0,0.0
ITEM0063422,ORD033436,,5.0,1731.83,0.0,0.0
ITEM0063423,ORD033436,,1.0,2801.12,0.0,0.0
ITEM0063424,ORD033437,,1.0,6895.67,0.1,0.1
ITEM0063425,ORD033437,,1.0,1142.34,0.1,0.1
ITEM0063426,ORD033437,,1.0,2310.08,0.55,0.55
ITEM0063427,ORD033438,,4.0,13148.27,0.0,0.0
ITEM0063428,ORD033439,,2.0,2007.66,0.1,0.1
ITEM0063429,ORD033440,,3.0,3185.14,0.1,0.1
ITEM0063430,ORD033440,,4.0,2130.41,0.15,0.15
ITEM0063431,ORD033440,,1.0,6603.59,0.0,0.0
ITEM0063432,ORD033440,,2.0,5261.24,0.05,0.05
ITEM0063433,ORD033440,,1.0,5900.64,0.1,0.1
ITEM0063434,ORD033441,,1.0,3933.69,0.15,0.15
ITEM0063435,ORD033441,,1.0,9923.48,0.1,0.1
ITEM0063436,ORD033441,,1.0,21364.75,0.0,0.0
ITEM0063437,ORD033442,,3.0,6615.05,0.0,0.0
ITEM0063438,ORD033442,,1.0,6781.84,0.05,0.05
ITEM0063439,ORD033443,,1.0,2185.81,0.15,0.15
ITEM0063440,ORD033443,,3.0,9811.04,0.0,0.0
ITEM0063441,ORD033443,,3.0,28131.03,0.0,0.0
ITEM0063442,ORD033444,,2.0,387.44,0.0,0.0
ITEM0063443,ORD033444,,3.0,57652.87,0.0,0.0
ITEM0063444,ORD033445,,1.0,6338.22,0.2,0.2
ITEM0063445,ORD033446,,1.0,1269.54,0.0,0.0
ITEM0063446,ORD033447,,2.0,77258.32,0.2,0.2
ITEM0063447,ORD033447,,1.0,108082.32,0.05,0.05
ITEM0063448,ORD033448,,2.0,4811.97,0.05,0.05
ITEM0063449,ORD033448,,3.0,62801.75,0.15,0.15
ITEM0063450,ORD033448,,1.0,459.89,0.0,0.0
ITEM0063451,ORD033448,,2.0,13096.75,0.05,0.05
ITEM0063452,ORD033449,,1.0,1304.46,0.15,0.15
ITEM0063453,ORD033449,,3.0,7681.91,0.0,0.0
ITEM0063454,ORD033449,,1.0,21744.16,0.15,0.15
ITEM0063455,ORD033450,,1.0,6516.2,0.0,0.0
ITEM0063456,ORD033450,,4.0,21530.58,0.0,0.0
ITEM0063457,ORD033450,,3.0,3216.16,0.0,0.0
ITEM0063458,ORD033450,,1.0,4919.86,0.0,0.0
ITEM0063459,ORD033451,,2.0,1377.29,0.0,0.0
ITEM0063460,ORD033452,,3.0,11515.86,0.15,0.15
ITEM0063461,ORD033453,,2.0,1840.07,0.0,0.0
ITEM0063462,ORD033453,,1.0,2228.0,0.05,0.05
ITEM0063463,ORD033454,,1.0,2755.8,0.2,0.2
ITEM0063464,ORD033455,,3.0,3007.02,0.1,0.1
ITEM0063465,ORD033455,,1.0,8991.65,0.05,0.05
ITEM0063466,ORD033456,,1.0,667.98,0.05,0.05
ITEM0063467,ORD033456,,1.0,4048.45,0.0,0.0
ITEM0063468,ORD033456,,3.0,5207.16,0.1,0.1
ITEM0063469,ORD033456,,3.0,32226.69,0.0,0.0
ITEM0063470,ORD033457,,5.0,4379.68,0.0,0.0
ITEM0063471,ORD033457,,2.0,7069.77,0.0,0.0
ITEM0063472,ORD033457,,2.0,3287.69,0.1,0.1
ITEM0063473,ORD033458,,1.0,8057.83,0.1,0.1
ITEM0063474,ORD033459,,1.0,685.02,0.0,0.0
ITEM0063475,ORD033459,,1.0,729.48,0.1,0.1
ITEM0063476,ORD033459,,2.0,1156.53,0.05,0.05
ITEM0063477,ORD033460,,2.0,2168.81,0.05,0.05
ITEM0063478,ORD033461,,1.0,10009.43,0.0,0.0
ITEM0063479,ORD033461,,3.0,1370.1,0.1,0.1
ITEM0063480,ORD033462,,1.0,2745.68,0.1,0.1
ITEM0063481,ORD033463,,2.0,11735.91,0.2,0.2
ITEM0063482,ORD033463,,1.0,1337.5,0.1,0.1
ITEM0063483,ORD033464,,1.0,955.6,0.1,0.1
ITEM0063484,ORD033465,,3.0,2211.06,0.15,0.15
ITEM0063485,ORD033466,,2.0,8733.21,0.1,0.1
ITEM0063486,ORD033467,,5.0,5782.91,0.0,0.0
ITEM0063487,ORD033468,,2.0,3116.0,0.0,0.0
ITEM0063488,ORD033469,,2.0,62587.45,0.1,0.1
ITEM0063489,ORD033469,,1.0,422.47,0.15,0.15
ITEM0063490,ORD033470,,1.0,7805.74,0.05,0.05
ITEM0063491,ORD033471,,1.0,2954.09,0.0,0.0
ITEM0063492,ORD033471,,1.0,5845.67,0.0,0.0
ITEM0063493,ORD033472,,2.0,7498.14,0.0,0.0
ITEM0063494,ORD033473,,1.0,6364.53,0.15,0.15
ITEM0063495,ORD033473,,4.0,1017.2,0.0,0.0
ITEM0063496,ORD033473,,1.0,1322.83,0.0,0.0
ITEM0063497,ORD033474,,2.0,718.0,0.15,0.15
ITEM0063498,ORD033474,,4.0,1716.92,0.0,0.0
ITEM0063499,ORD033474,,3.0,2052.01,0.05,0.05
ITEM0063500,ORD033474,,2.0,29147.13,0.2,0.2
ITEM0063501,ORD033475,,1.0,1342.65,0.0,0.0
ITEM0063502,ORD033475,,5.0,394.12,0.0,0.0
ITEM0063503,ORD033475,,3.0,1216.74,0.05,0.05
ITEM0063504,ORD033476,,1.0,673.66,0.05,0.05
ITEM0063505,ORD033476,,2.0,4551.96,0.05,0.05
ITEM0063506,ORD033476,,4.0,4065.04,0.0,0.0
ITEM0063507,ORD033477,,2.0,5430.42,0.2,0.2
ITEM0063508,ORD033478,,3.0,7538.19,0.15,0.15
ITEM0063509,ORD033479,,1.0,11704.99,0.2,0.2
ITEM0063510,ORD033480,,1.0,9058.79,0.05,0.05
ITEM0063511,ORD033480,,2.0,106932.25,0.15,0.15
ITEM0063512,ORD033480,,3.0,57005.83,0.1,0.1
ITEM0063513,ORD033480,,2.0,11735.91,0.0,0.0
ITEM0063514,ORD033481,,1.0,402.61,0.0,0.0
ITEM0063515,ORD033482,,1.0,1227.61,0.0,0.0
ITEM0063516,ORD033483,,1.0,9469.91,0.05,0.05
ITEM0063517,ORD033484,,2.0,1284.47,0.15,0.15
ITEM0063518,ORD033484,,2.0,388.61,0.05,0.05
ITEM0063519,ORD033485,,5.0,1152.7,0.0,0.0
ITEM0063520,ORD033485,,4.0,11787.09,0.0,0.0
ITEM0063521,ORD033485,,1.0,381.57,0.1,0.1
ITEM0063522,ORD033485,,5.0,1329.62,0.05,0.05
ITEM0063523,ORD033486,,1.0,1754.29,0.1,0.1
ITEM0063524,ORD033486,,3.0,10001.45,0.05,0.05
ITEM0063525,ORD033487,,2.0,9077.43,0.0,0.0
ITEM0063526,ORD033487,,1.0,10086.62,0.0,0.0
ITEM0063527,ORD033488,,3.0,454.91,0.15,0.15
ITEM0063528,ORD033489,,2.0,6753.89,0.05,0.05
ITEM0063529,ORD033489,,1.0,2525.48,0.0,0.0
ITEM0063530,ORD033490,,1.0,940.18,0.05,0.05
ITEM0063531,ORD033491,,2.0,28708.75,0.1,0.1
ITEM0063532,ORD033491,,2.0,2566.15,0.1,0.1
ITEM0063533,ORD033492,,1.0,2005.11,0.05,0.05
ITEM0063534,ORD033492,,2.0,1394.2,0.1,0.1
ITEM0063535,ORD033492,,1.0,1309.0,0.0,0.0
ITEM0063536,ORD033493,,4.0,2288.71,0.0,0.0
ITEM0063537,ORD033494,,1.0,33084.61,0.0,0.0
ITEM0063538,ORD033494,,2.0,31823.23,0.05,0.05
ITEM0063539,ORD033494,,2.0,385.07,0.1,0.1
ITEM0063540,ORD033495,,1.0,1204.08,0.15,0.15
ITEM0063541,ORD033495,,1.0,695.19,0.05,0.05
ITEM0063542,ORD033495,,1.0,11489.65,0.05,0.05
ITEM0063543,ORD033495,,1.0,7814.94,0.15,0.15
ITEM0063544,ORD033496,,2.0,5996.9,0.1,0.1
ITEM0063545,ORD033496,,1.0,300.17,0.2,0.2
ITEM0063546,ORD033496,,1.0,1580.06,0.0,0.0
ITEM0063547,ORD033497,,1.0,7669.88,0.0,0.0
ITEM0063548,ORD033498,,3.0,6788.37,0.05,0.05
ITEM0063549,ORD033498,,1.0,7836.05,0.0,0.0
ITEM0063550,ORD033498,,2.0,4428.9,0.05,0.05
ITEM0063551,ORD033498,,2.0,27629.62,0.05,0.05
ITEM0063552,ORD033498,,3.0,741.86,0.05,0.05
ITEM0063553,ORD033499,,1.0,7009.16,0.2,0.2
ITEM0063554,ORD033500,,1.0,7220.44,0.05,0.05
ITEM0063555,ORD033501,,1.0,5597.2,0.15,0.15
ITEM0063556,ORD033501,,1.0,438.34,0.05,0.05
ITEM0063557,ORD033501,,1.0,2766.75,0.05,0.05
ITEM0063558,ORD033502,,1.0,3952.77,0.05,0.05
ITEM0063559,ORD033502,,1.0,3239.16,0.1,0.1
ITEM0063560,ORD033502,,1.0,10139.82,0.15,0.15
ITEM0063561,ORD033503,,1.0,10213.26,0.0,0.0
ITEM0063562,ORD033504,,1.0,73871.25,0.05,0.05
ITEM0063563,ORD033504,,4.0,661.78,0.2,0.2
ITEM0063564,ORD033504,,2.0,2538.25,0.0,0.0
ITEM0063565,ORD033505,,1.0,2113.71,0.0,0.0
ITEM0063566,ORD033506,,1.0,11320.24,0.1,0.1
ITEM0063567,ORD033506,,4.0,1676.24,0.15,0.15
ITEM0063568,ORD033507,,3.0,9951.25,0.1,0.1
ITEM0063569,ORD033508,,1.0,5529.31,0.2,0.2
ITEM0063570,ORD033509,,2.0,5479.08,0.0,0.0
ITEM0063571,ORD033509,,4.0,926.65,0.05,0.05
ITEM0063572,ORD033510,,5.0,7591.24,0.2,0.2
ITEM0063573,ORD033510,,1.0,8237.95,0.2,0.2
ITEM0063574,ORD033511,,1.0,4991.09,0.05,0.05
ITEM0063575,ORD033511,,4.0,679.41,0.75,0.75
ITEM0063576,ORD033512,,3.0,7012.91,0.2,0.2
ITEM0063577,ORD033513,,4.0,1735.98,0.2,0.2
ITEM0063578,ORD033513,,1.0,2177.88,0.15,0.15
ITEM0063579,ORD033514,,1.0,6852.12,0.1,0.1
ITEM0063580,ORD033515,,2.0,9939.47,0.05,0.05
ITEM0063581,ORD033516,,2.0,1011.5,0.1,0.1
ITEM0063582,ORD033516,,1.0,1882.17,0.05,0.05
ITEM0063583,ORD033517,,1.0,2536.95,0.05,0.05
ITEM0063584,ORD033518,,3.0,12205.6,0.0,0.0
ITEM0063585,ORD033519,,1.0,943.83,0.1,0.1
ITEM0063586,ORD033519,,3.0,4781.84,0.05,0.05
ITEM0063587,ORD033519,,3.0,8798.2,0.1,0.1
ITEM0063588,ORD033520,,1.0,75462.37,0.2,0.2
ITEM0063589,ORD033521,,2.0,62223.87,0.2,0.2
ITEM0063590,ORD033521,,1.0,75013.42,0.15,0.15
ITEM0063591,ORD033522,,2.0,8977.6,0.15,0.15
ITEM0063592,ORD033522,,2.0,8330.8,0.1,0.1
ITEM0063593,ORD033522,,1.0,6891.2,0.1,0.1
ITEM0063594,ORD033523,,3.0,74704.34,0.0,0.0
ITEM0063595,ORD033523,,1.0,2493.86,0.1,0.1
ITEM0063596,ORD033524,,1.0,107987.43,0.0,0.0
ITEM0063597,ORD033525,,5.0,8724.1,0.05,0.05
ITEM0063598,ORD033525,,1.0,1353.8,0.05,0.05
ITEM0063599,ORD033525,,1.0,3097.01,0.05,0.05
ITEM0063600,ORD033526,,1.0,7238.13,0.0,0.0
ITEM0063601,ORD033526,,1.0,312.99,0.0,0.0
ITEM0063602,ORD033526,,1.0,1019.74,0.05,0.05
ITEM0063603,ORD033527,,3.0,4778.81,0.0,0.0
ITEM0063604,ORD033528,,1.0,62327.08,0.0,0.0
ITEM0063605,ORD033528,,1.0,1848.48,0.0,0.0
ITEM0063606,ORD033528,,1.0,6706.19,0.05,0.05
ITEM0063607,ORD033528,,2.0,1031.89,0.0,0.0
ITEM0063608,ORD033529,,1.0,5809.26,0.1,0.1
ITEM0063609,ORD033529,,1.0,3378.92,0.2,0.2
ITEM0063610,ORD033530,,1.0,10119.58,0.1,0.1
ITEM0063611,ORD033530,,1.0,410.82,0.15,0.15
ITEM0063612,ORD033531,,1.0,4720.02,0.55,0.55
ITEM0063613,ORD033531,,1.0,3254.33,0.0,0.0
ITEM0063614,ORD033532,,1.0,2149.6,0.05,0.05
ITEM0063615,ORD033532,,1.0,2552.53,0.0,0.0
ITEM0063616,ORD033533,,1.0,12197.01,0.0,0.0
ITEM0063617,ORD033534,,1.0,4465.52,0.15,0.15
ITEM0063618,ORD033535,,1.0,4524.62,0.0,0.0
ITEM0063619,ORD033535,,3.0,423.84,0.0,0.0
ITEM0063620,ORD033536,,3.0,62749.62,0.15,0.15
ITEM0063621,ORD033537,,1.0,106240.73,0.0,0.0
ITEM0063622,ORD033537,,3.0,4743.22,0.1,0.1
ITEM0063623,ORD033537,,1.0,6373.21,0.0,0.0
ITEM0063624,ORD033538,,1.0,5933.52,0.1,0.1
ITEM0063625,ORD033538,,1.0,5586.06,0.0,0.0
ITEM0063626,ORD033539,,1.0,6617.89,0.0,0.0
ITEM0063627,ORD033539,,4.0,5881.67,0.2,0.2
ITEM0063628,ORD033540,,1.0,1696.56,0.1,0.1
ITEM0063629,ORD033540,,1.0,2691.71,0.05,0.05
ITEM0063630,ORD033541,,2.0,8474.7,0.0,0.0
ITEM0063631,ORD033541,,2.0,4734.25,0.05,0.05
ITEM0063632,ORD033542,,2.0,4517.34,0.0,0.0
ITEM0063633,ORD033543,,3.0,19375.27,0.15,0.15
ITEM0063634,ORD033544,,1.0,745.02,0.15,0.15
ITEM0063635,ORD033544,,1.0,4943.76,0.15,0.15
ITEM0063636,ORD033545,,2.0,2261.44,0.0,0.0
ITEM0063637,ORD033545,,1.0,683.09,0.0,0.0
ITEM0063638,ORD033545,,2.0,5603.49,0.0,0.0
ITEM0063639,ORD033546,,1.0,5600.33,0.15,0.15
ITEM0063640,ORD033547,,3.0,9830.01,0.0,0.0
ITEM0063641,ORD033547,,1.0,5824.27,0.1,0.1
ITEM0063642,ORD033548,,1.0,3147.56,0.0,0.0
ITEM0063643,ORD033548,,3.0,1738.85,0.0,0.0
ITEM0063644,ORD033549,,2.0,149.43,0.15,0.15
ITEM0063645,ORD033549,,2.0,1994.37,0.1,0.1
ITEM0063646,ORD033549,,3.0,401.89,0.05,0.05
ITEM0063647,ORD033550,,2.0,1279.72,0.0,0.0
ITEM0063648,ORD033551,,3.0,6153.16,0.05,0.05
ITEM0063649,ORD033552,,2.0,1006.62,0.0,0.0
ITEM0063650,ORD033552,,1.0,11228.12,1.2,1.2
ITEM0063651,ORD033553,,1.0,387.03,0.05,0.05
ITEM0063652,ORD033554,,4.0,6599.31,0.1,0.1
ITEM0063653,ORD033554,,1.0,8904.25,0.15,0.15
ITEM0063654,ORD033555,,2.0,7790.96,0.05,0.05
ITEM0063655,ORD033555,,2.0,148.74,0.0,0.0
ITEM0063656,ORD033555,,1.0,7839.81,0.0,0.0
ITEM0063657,ORD033556,,1.0,2631.4,0.15,0.15
ITEM0063658,ORD033556,,1.0,5568.99,0.0,0.0
ITEM0063659,ORD033557,,3.0,9973.17,0.05,0.05
ITEM0063660,ORD033557,,4.0,665.65,0.0,0.0
ITEM0063661,ORD033558,,2.0,3143.17,0.05,0.05
ITEM0063662,ORD033559,,2.0,1176.35,0.15,0.15
ITEM0063663,ORD033559,,1.0,8429.65,0.0,0.0
ITEM0063664,ORD033559,,2.0,5657.17,0.0,0.0
ITEM0063665,ORD033560,,2.0,2689.34,0.0,0.0
ITEM0063666,ORD033561,,1.0,26701.77,0.15,0.15
ITEM0063667,ORD033562,,1.0,7513.0,0.05,0.05
ITEM0063668,ORD033562,,4.0,7430.22,0.0,0.0
ITEM0063669,ORD033563,,4.0,1033.26,0.0,0.0
ITEM0063670,ORD033563,,1.0,26210.88,0.1,0.1
ITEM0063671,ORD033564,,2.0,11744.65,0.0,0.0
ITEM0063672,ORD033564,,4.0,339.71,0.0,0.0
ITEM0063673,ORD033564,,1.0,1621.54,0.0,0.0
ITEM0063674,ORD033564,,1.0,9971.83,0.05,0.05
ITEM0063675,ORD033565,,1.0,10035.06,0.0,0.0
ITEM0063676,ORD033565,,4.0,4858.89,0.0,0.0
ITEM0063677,ORD033566,,2.0,28605.25,0.0,0.0
ITEM0063678,ORD033566,,1.0,6074.35,0.0,0.0
ITEM0063679,ORD033566,,1.0,9102.86,0.1,0.1
ITEM0063680,ORD033567,,1.0,6910.98,0.1,0.1
ITEM0063681,ORD033567,,2.0,1139.61,0.0,0.0
ITEM0063682,ORD033567,,3.0,2163.51,0.05,0.05
ITEM0063683,ORD033568,,1.0,3102.48,0.0,0.0
ITEM0063684,ORD033569,,1.0,57313.52,0.15,0.15
ITEM0063685,ORD033570,,2.0,1573.75,0.1,0.1
ITEM0063686,ORD033570,,1.0,7603.36,0.05,0.05
ITEM0063687,ORD033571,,1.0,2791.48,0.1,0.1
ITEM0063688,ORD033572,,1.0,3889.71,0.15,0.15
ITEM0063689,ORD033573,,2.0,4940.83,0.15,0.15
ITEM0063690,ORD033573,,1.0,6950.69,0.15,0.15
ITEM0063691,ORD033574,,4.0,2837.87,0.1,0.1
ITEM0063692,ORD033574,,2.0,8190.75,0.0,0.0
ITEM0063693,ORD033575,,1.0,6946.33,0.0,0.0
ITEM0063694,ORD033575,,2.0,1150.02,0.2,0.2
ITEM0063695,ORD033575,,1.0,3230.77,0.05,0.05
ITEM0063696,ORD033576,,4.0,383.86,0.05,0.05
ITEM0063697,ORD033576,,1.0,11698.09,0.0,0.0
ITEM0063698,ORD033576,,1.0,4434.33,0.15,0.15
ITEM0063699,ORD033577,,1.0,26966.86,0.0,0.0
ITEM0063700,ORD033578,,3.0,7313.29,0.0,0.0
ITEM0063701,ORD033579,,1.0,7036.15,0.0,0.0
ITEM0063702,ORD033580,,1.0,8210.57,0.05,0.05
ITEM0063703,ORD033580,,4.0,7002.09,0.1,0.1
ITEM0063704,ORD033581,,3.0,2946.65,0.05,0.05
ITEM0063705,ORD033582,,1.0,4523.87,0.15,0.15
ITEM0063706,ORD033582,,4.0,9680.29,0.15,0.15
ITEM0063707,ORD033582,,2.0,386.44,0.0,0.0
ITEM0063708,ORD033582,,2.0,7570.17,0.1,0.1
ITEM0063709,ORD033583,,2.0,1026.76,0.1,0.1
ITEM0063710,ORD033583,,1.0,9313.89,0.0,0.0
ITEM0063711,ORD033583,,1.0,339.32,0.0,0.0
ITEM0063712,ORD033584,,1.0,313.48,0.0,0.0
ITEM0063713,ORD033585,,1.0,5966.05,0.1,0.1
ITEM0063714,ORD033585,,1.0,26489.89,0.0,0.0
ITEM0063715,ORD033586,,1.0,5130.43,0.0,0.0
ITEM0063716,ORD033587,,,7118.27,0.0,0.0
ITEM0063717,ORD033587,,1.0,3282.95,0.0,0.0
ITEM0063718,ORD033587,,2.0,2525.23,0.1,0.1
ITEM0063719,ORD033588,,1.0,2092.69,0.0,0.0
ITEM0063720,ORD033589,,1.0,4728.36,0.0,0.0
ITEM0063721,ORD033590,,1.0,4402.02,0.1,0.1
ITEM0063722,ORD033590,,2.0,29695.73,0.05,0.05
ITEM0063723,ORD033591,,1.0,27263.21,0.1,0.1
ITEM0063724,ORD033591,,2.0,3275.54,0.15,0.15
ITEM0063725,ORD033592,,1.0,9671.29,0.0,0.0
ITEM0063726,ORD033592,,1.0,5922.93,0.2,0.2
ITEM0063727,ORD033593,,1.0,719.02,0.0,0.0
ITEM0063728,ORD033593,,1.0,6102.71,0.0,0.0
ITEM0063729,ORD033594,,2.0,3194.07,0.05,0.05
ITEM0063730,ORD033594,,1.0,7202.18,0.1,0.1
ITEM0063731,ORD033595,,1.0,1048.74,0.0,0.0
ITEM0063732,ORD033595,,5.0,2745.34,0.0,0.0
ITEM0063733,ORD033596,,2.0,4626.35,0.05,0.05
ITEM0063734,ORD033597,,1.0,811.22,0.0,0.0
ITEM0063735,ORD033597,,3.0,143.97,0.0,0.0
ITEM0063736,ORD033598,,2.0,1919.09,0.15,0.15
ITEM0063737,ORD033599,,1.0,3212.94,0.15,0.15
ITEM0063738,ORD033600,,1.0,57613.4,0.15,0.15
ITEM0063739,ORD033601,,1.0,5414.0,0.2,0.2
ITEM0063740,ORD033602,,4.0,3054.99,0.1,0.1
ITEM0063741,ORD033603,,2.0,4465.69,0.1,0.1
ITEM0063742,ORD033603,,1.0,2343.56,0.15,0.15
ITEM0063743,ORD033603,,1.0,397.7,0.15,0.15
ITEM0063744,ORD033604,,1.0,27117.27,0.1,0.1
ITEM0063745,ORD033604,,4.0,7302.57,0.15,0.15
ITEM0063746,ORD033605,,1.0,4854.07,0.1,0.1
ITEM0063747,ORD033605,,3.0,956.58,0.55,0.55
ITEM0063748,ORD033605,,4.0,1047.51,0.0,0.0
ITEM0063749,ORD033606,,5.0,1026.26,0.05,0.05
ITEM0063750,ORD033607,,2.0,59887.72,0.0,0.0
ITEM0063751,ORD033607,,1.0,450.35,0.0,0.0
ITEM0063752,ORD033607,,1.0,422.9,0.15,0.15
ITEM0063753,ORD033607,,5.0,8385.39,0.0,0.0
ITEM0063754,ORD033607,,1.0,7910.45,0.2,0.2
ITEM0063755,ORD033608,,1.0,2552.27,0.1,0.1
ITEM0063756,ORD033608,,1.0,3368.59,0.1,0.1
ITEM0063757,ORD033609,,1.0,28622.42,0.0,0.0
ITEM0063758,ORD033610,,2.0,60075.92,0.15,0.15
ITEM0063759,ORD033610,,3.0,2803.65,0.0,0.0
ITEM0063760,ORD033610,,3.0,7464.62,0.1,0.1
ITEM0063761,ORD033610,,1.0,2739.81,0.05,0.05
ITEM0063762,ORD033611,,3.0,2548.87,0.1,0.1
ITEM0063763,ORD033611,,1.0,5130.88,0.05,0.05
ITEM0063764,ORD033612,,2.0,388.76,0.0,0.0
ITEM0063765,ORD033613,,1.0,9283.06,0.0,0.0
ITEM0063766,ORD033613,,2.0,932.34,0.0,0.0
ITEM0063767,ORD033614,,1.0,5709.34,0.2,0.2
ITEM0063768,ORD033614,,4.0,460.35,0.0,0.0
ITEM0063769,ORD033614,,3.0,2174.11,0.0,0.0
ITEM0063770,ORD033615,,1.0,1573.28,0.0,0.0
ITEM0063771,ORD033615,,1.0,2230.08,0.05,0.05
ITEM0063772,ORD033615,,3.0,6997.55,0.0,0.0
ITEM0063773,ORD033616,,2.0,6676.77,0.0,0.0
ITEM0063774,ORD033616,,1.0,2799.16,0.0,0.0
ITEM0063775,ORD033616,,2.0,6950.19,0.05,0.05
ITEM0063776,ORD033617,,1.0,6877.61,0.2,0.2
ITEM0063777,ORD033618,,1.0,11709.1,0.0,0.0
ITEM0063778,ORD033618,,1.0,2228.9,0.0,0.0
ITEM0063779,ORD033619,,4.0,4742.99,0.0,0.0
ITEM0063780,ORD033619,,1.0,3243.44,0.1,0.1
ITEM0063781,ORD033620,,3.0,922.65,0.1,0.1
ITEM0063782,ORD033620,,1.0,9782.7,0.0,0.0
ITEM0063783,ORD033621,,1.0,1861.09,0.0,0.0
ITEM0063784,ORD033621,,1.0,2249.01,0.0,0.0
ITEM0063785,ORD033621,,2.0,1285.03,0.0,0.0
ITEM0063786,ORD033621,,2.0,2306.48,0.05,0.05
ITEM0063787,ORD033622,,1.0,2785.9,0.0,0.0
ITEM0063788,ORD033623,,2.0,422.91,0.0,0.0
ITEM0063789,ORD033624,,1.0,981.68,0.15,0.15
ITEM0063790,ORD033624,,3.0,7291.71,0.05,0.05
ITEM0063791,ORD033625,,3.0,6630.34,0.05,0.05
ITEM0063792,ORD033626,,2.0,2206.32,0.05,0.05
ITEM0063793,ORD033626,,5.0,1769.88,0.05,0.05
ITEM0063794,ORD033627,,1.0,3054.79,0.55,0.55
ITEM0063795,ORD033627,,1.0,2472.18,0.1,0.1
ITEM0063796,ORD033628,,4.0,21370.84,0.05,0.05
ITEM0063797,ORD033628,,2.0,6661.83,0.1,0.1
ITEM0063798,ORD033629,,,6682.27,0.15,0.15
ITEM0063799,ORD033630,,5.0,2146.87,0.1,0.1
