order_id,customer_id,store_id,order_date,order_status,payment_method
ORD023073,,,2025-09-21,Completed,Cash
ORD023074,,,2025-03-26,Completed,M-Pesa
ORD023075,,,2024-10-28,Completed,M-Pesa
ORD023076,,,2024-01-15,Completed,Bank Transfer
ORD023077,,,2024-01-16,Cancelled,Card
ORD023078,,,2025-07-29,Completed,Card
ORD023079,,,2024-10-07,Completed,M-Pesa
ORD023080,,,2024-10-06,Completed,Card
ORD023081,,,2025-05-13,Cancelled,Card
ORD023082,,,2025-08-25,Cancelled,Cash
ORD023083,,,2025-06-24,Completed,M-Pesa
ORD023084,,,2025-05-11,Completed,Cash
ORD023085,,,2024-05-24,Completed,M-Pesa
ORD023086,,,2024-05-26,Completed,M-Pesa
ORD023087,,,2025-05-25,Completed,M-Pesa
ORD023088,,,2024-02-10,Completed,Cash
ORD023089,,,2024-07-11,Returned,M-Pesa
ORD023090,,,2024-05-20,Completed,M-Pesa
ORD023091,,,2025-11-23,Completed,Card
ORD023092,,,2024-12-19,Completed,Card
ORD023093,,,2025-10-12,Completed,Card
ORD023094,,,2025-12-24,Completed,Bank Transfer
ORD023095,,,2025-12-05,Completed,Cash
ORD023096,,,2025-12-29,Completed,Card
ORD023097,,,2025-02-04,Completed,M-Pesa
ORD023098,,,2024-07-18,Cancelled,M-Pesa
ORD023099,,,2024-12-08,Cancelled,Card
ORD023100,,,2024-10-01,Completed,M-Pesa
ORD023101,,,2024-12-10,Completed,Card
ORD023102,,,2024-02-10,Completed,Card
ORD023103,,,2024-02-14,Completed,Card
ORD023104,,,2025-04-17,Completed,Cash
ORD023105,,,2025-12-27,Completed,Card
ORD023106,,,2024-02-26,Completed,Card
ORD023107,,,2024-06-10,Completed,M-Pesa
ORD023108,,,2025-10-06,Completed,Cash
ORD023109,,,2024-06-30,Cancelled,M-Pesa
ORD023110,,,2025-12-08,Completed,Card
ORD023111,,,2025-08-26,Completed,M-Pesa
ORD023112,,,2024-04-12,Completed,Card
ORD023113,,,2025-10-20,Completed,M-Pesa
ORD023114,,,2025-03-10,Completed,M-Pesa
ORD023115,,,2024-08-01,Completed,M-Pesa
ORD023116,,,2024-03-16,Completed,M-Pesa
ORD023117,,,2025-07-03,Completed,M-Pesa
ORD023118,,,2025-05-13,Completed,Cash
ORD023119,,,2024-09-16,Completed,M-Pesa
ORD023120,,,2025-10-29,Completed,M-Pesa
ORD023121,,,2024-04-21,Completed,Cash
ORD023122,,,2024-04-23,Completed,M-Pesa
ORD023123,,,2025-04-11,Completed,M-Pesa
ORD023124,,,2024-06-19,Completed,Cash
ORD023125,,,2024-11-22,Completed,Card
ORD023126,,,2025-12-26,Completed,M-Pesa
ORD023127,,,2025-04-26,Completed,M-Pesa
ORD023128,,,2024-11-25,Completed,Bank Transfer
ORD023129,,,2024-12-30,Completed,M-Pesa
ORD023130,,,2024-08-07,Cancelled,Card
ORD023131,,,2025-09-03,Completed,Card
ORD023132,,,2024-02-08,Completed,Card
ORD023133,,,2025-03-09,Completed,M-Pesa
ORD023134,,,2024-09-30,Completed,M-Pesa
ORD023135,,,2025-08-11,Completed,M-Pesa
ORD023136,,,2025-06-23,Completed,Card
ORD023137,,,2024-11-13,Returned,Bank Transfer
ORD023138,,,2025-06-03,Completed,M-Pesa
ORD023139,,,2024-03-04,Completed,Bank Transfer
ORD023140,,,2025-12-07,Completed,M-Pesa
ORD023141,,,2024-09-21,Returned,Cash
ORD023142,,,2025-12-12,Completed,M-Pesa
ORD023143,,,2024-02-11,Returned,M-Pesa
ORD023144,,,2025-07-16,Completed,Cash
ORD023145,,,2025-01-25,Completed,Bank Transfer
ORD023146,,,2024-01-29,Completed,M-Pesa
ORD023147,,,2024-03-01,Completed,M-Pesa
ORD023148,,,2024-06-30,Completed,Card
ORD023149,,,2024-10-07,Completed,Bank Transfer
ORD023150,,,2024-11-05,Completed,M-Pesa
ORD023151,,,2025-02-25,Completed,M-Pesa
ORD023152,,,2025-11-04,Completed,M-Pesa
ORD023153,,,2024-12-23,Completed,M-Pesa
ORD023154,,,2024-08-13,Completed,Card
ORD023155,,,2025-12-06,Cancelled,M-Pesa
ORD023156,,,2025-06-11,Completed,M-Pesa
ORD023157,,,2025-08-07,Completed,M-Pesa
ORD023158,,,2025-11-16,Completed,M-Pesa
ORD023159,,,2025-07-21,Completed,Cash
ORD023160,,,2025-06-26,Completed,M-Pesa
ORD023161,,,2025-10-21,Completed,M-Pesa
ORD023162,,,2024-07-27,Completed,Card
ORD023163,,,2025-07-31,Completed,M-Pesa
ORD023164,,,2024-02-27,Returned,Cash
ORD023165,,,2025-08-06,Completed,M-Pesa
ORD023166,,,2025-10-04,Cancelled,M-Pesa
ORD023167,,,2024-01-22,Completed,M-Pesa
ORD023168,,,2024-11-10,Completed,Card
ORD023169,,,2025-05-22,Completed,M-Pesa
ORD023170,,,2025-10-04,Completed,Card
ORD023171,,,2025-11-18,Completed,Cash
ORD023172,,,2025-04-22,Completed,M-Pesa
ORD023173,,,2024-03-18,Completed,Cash
ORD023174,,,2024-11-26,Completed,Card
ORD023175,,,2025-08-19,Completed,Card
ORD023176,,,2024-06-21,Completed,Cash
ORD023177,,,2025-08-21,Completed,M-Pesa
ORD023178,,,2024-06-01,Cancelled,Cash
ORD023179,,,2024-11-03,Completed,M-Pesa
ORD023180,,,2024-03-05,Returned,M-Pesa
ORD023181,,,2025-08-24,Completed,M-Pesa
ORD023182,,,2025-04-17,Completed,Card
ORD023183,,,2025-03-07,Completed,Card
ORD023184,,,2025-01-10,Completed,M-Pesa
ORD023185,,,2024-09-02,Completed,M-Pesa
ORD023186,,,2025-08-12,Completed,Cash
ORD023187,,,2025-05-06,Completed,M-Pesa
ORD023188,,,2025-01-05,Completed,Card
ORD023189,,,2024-03-08,Completed,Card
ORD023190,,,2025-04-05,Completed,Card
ORD023191,,,2025-05-15,Completed,M-Pesa
ORD023192,,,2024-10-08,Completed,Card
ORD023193,,,2025-09-28,Completed,M-Pesa
ORD023194,,,2025-12-03,Completed,Cash
ORD023195,,,2025-07-07,Completed,Card
ORD023196,,,2025-10-17,Completed,Card
ORD023197,,,2024-10-21,Completed,Bank Transfer
ORD023198,,,2024-10-29,Completed,M-Pesa
ORD023199,,,2025-11-22,Completed,M-Pesa
ORD023200,,,2025-11-12,Completed,M-Pesa
ORD023201,,,2025-10-03,Completed,Cash
ORD023202,,,2024-10-06,Completed,M-Pesa
ORD023203,,,2024-09-11,Completed,M-Pesa
ORD023204,,,2024-11-22,Completed,M-Pesa
ORD023205,,,2024-03-11,Completed,M-Pesa
ORD023206,,,2025-08-02,Completed,Card
ORD023207,,,2024-11-02,Completed,Card
ORD023208,,,2025-06-17,Completed,M-Pesa
ORD023209,,,2024-09-03,Completed,M-Pesa
ORD023210,,,2025-07-09,Completed,M-Pesa
ORD023211,,,2024-04-19,Completed,Card
ORD023212,,,2025-05-13,Completed,M-Pesa
ORD023213,,,2025-12-25,Completed,Cash
ORD023214,,,2025-04-02,Completed,M-Pesa
ORD023215,,,2025-02-21,Completed,Card
ORD023216,,,2025-11-09,Cancelled,Card
ORD023217,,,2025-12-10,Completed,Card
ORD023218,,,2025-04-26,Completed,Card
ORD023219,,,2024-09-10,Completed,M-Pesa
ORD023220,,,2025-12-31,Completed,M-Pesa
ORD023221,,,2024-09-13,Completed,M-Pesa
ORD023222,,,2024-01-30,Completed,Card
ORD023223,,,2024-02-10,Completed,M-Pesa
ORD023224,,,2024-02-05,Cancelled,Bank Transfer
ORD023225,,,2025-08-03,Cancelled,Cash
ORD023226,,,2024-11-05,Completed,M-Pesa
ORD023227,,,2025-12-01,Completed,Card
ORD023228,,,2025-11-07,Completed,Card
ORD023229,,,2024-06-06,Completed,Bank Transfer
ORD023230,,,2024-11-23,Completed,Cash
ORD023231,,,2024-10-11,Completed,Card
ORD023232,,,2025-07-05,Completed,M-Pesa
ORD023233,,,2025-06-16,Completed,Cash
ORD023234,,,2024-08-23,Completed,Card
ORD023235,,,2025-05-25,Cancelled,M-Pesa
ORD023236,,,2025-11-12,Returned,M-Pesa
ORD023237,,,2025-10-17,Completed,Card
ORD023238,,,2024-05-08,Completed,Card
ORD023239,,,2024-04-17,Completed,Card
ORD023240,,,2025-08-16,Completed,M-Pesa
ORD023241,,,2025-06-04,Completed,M-Pesa
ORD023242,,,2024-06-06,Completed,Card
ORD023243,,,2025-03-08,Completed,Card
ORD023244,,,2024-09-16,Completed,M-Pesa
ORD023245,,,2025-05-07,Completed,M-Pesa
ORD023246,,,2024-04-16,Completed,M-Pesa
ORD023247,,,2024-08-04,Completed,Card
ORD023248,,,2024-12-19,Completed,Cash
ORD023249,,,2025-04-28,Completed,Card
ORD023250,,,2024-07-05,Completed,M-Pesa
ORD023251,,,2024-04-01,Completed,Card
ORD023252,,,2024-01-11,Completed,Card
ORD023253,,,2024-01-13,Cancelled,Cash
ORD023254,,,2025-04-03,Completed,Card
ORD023255,,,2024-08-05,Completed,M-Pesa
ORD023256,,,2025-01-15,Completed,Card
ORD023257,,,2025-04-18,Completed,Bank Transfer
ORD023258,,,2024-05-10,Completed,Card
ORD023259,,,2025-04-17,Completed,Cash
ORD031025,,,2024-11-03,Completed,M-Pesa
ORD023261,,,2025-09-27,Cancelled,M-Pesa
ORD023262,,,2024-03-19,Completed,Card
ORD023263,,,2024-12-28,Completed,Card
ORD023264,,,2024-07-05,Completed,M-Pesa
ORD023265,,,2025-07-21,Completed,M-Pesa
ORD023266,,,2024-03-07,Completed,Bank Transfer
ORD023267,,,2024-03-10,Completed,Card
ORD023268,,,2024-05-02,Cancelled,M-Pesa
ORD023269,,,2024-11-15,Completed,M-Pesa
ORD023270,,,2024-10-25,Completed,Bank Transfer
ORD023271,,,2025-06-07,Completed,M-Pesa
ORD023272,,,2024-04-28,Completed,Card
ORD023273,,,2024-08-19,Completed,Cash
ORD023274,,,2025-10-28,Completed,M-Pesa
ORD023275,,,2025-05-18,Completed,M-Pesa
ORD023276,,,2025-04-24,Completed,M-Pesa
ORD023277,,,2025-02-13,Completed,Card
ORD023278,,,2025-08-17,Completed,Bank Transfer
ORD023279,,,2024-06-24,Returned,Card
ORD023280,,,2024-06-17,Completed,M-Pesa
ORD023281,,,2024-01-27,Completed,Card
ORD023282,,,2025-01-28,Completed,Card
ORD023283,,,2025-12-26,Completed,Card
ORD023284,,,2024-01-18,Completed,Cash
ORD023285,,,2025-10-22,Completed,Card
ORD023286,,,2024-08-03,Completed,Cash
ORD023287,,,2025-09-18,Completed,M-Pesa
ORD023288,,,2024-09-13,Completed,Cash
ORD023289,,,2025-05-31,Completed,Card
ORD023290,,,2024-12-22,Completed,Cash
ORD023291,,,2024-10-12,Completed,Cash
ORD023292,,,2024-06-17,Completed,M-Pesa
ORD023293,,,2025-12-01,Completed,M-Pesa
ORD023294,,,2024-10-02,Cancelled,M-Pesa
ORD023295,,,2024-09-29,Completed,Card
ORD023296,,,2024-02-02,Completed,Card
ORD023297,,,2025-04-28,Completed,M-Pesa
ORD023298,,,2024-02-10,Completed,M-Pesa
ORD023299,,,2024-12-12,Completed,Card
ORD023300,,,2024-11-02,Completed,Card
ORD023301,,,2025-12-23,Completed,M-Pesa
ORD023302,,,2024-11-07,Completed,Cash
ORD023303,,,2024-02-05,Completed,Card
ORD023304,,,2025-10-15,Completed,M-Pesa
ORD023305,,,2025-05-24,Completed,M-Pesa
ORD023306,,,2024-03-31,Completed,M-Pesa
ORD023307,,,2024-08-11,Completed,Card
ORD023308,,,2024-10-19,Completed,M-Pesa
ORD023309,,,2025-11-11,Completed,Bank Transfer
ORD023310,,,2024-12-03,Completed,M-Pesa
ORD023311,,,2024-07-19,Completed,M-Pesa
ORD023312,,,2025-04-20,Cancelled,Card
ORD023313,,,2025-10-20,Completed,Cash
ORD023314,,,2024-12-24,Completed,Cash
ORD023315,,,2024-04-07,Completed,Card
ORD023316,,,2024-07-20,Completed,Bank Transfer
ORD023317,,,2024-09-25,Completed,Card
ORD023318,,,2024-05-27,Completed,Card
ORD023319,,,2025-07-27,Completed,Card
ORD023320,,,2025-02-24,Completed,Bank Transfer
ORD023321,,,2025-06-09,Completed,Cash
ORD023322,,,2025-11-22,Completed,M-Pesa
ORD023323,,,2024-08-18,Completed,M-Pesa
ORD023324,,,2025-04-19,Completed,Cash
ORD023325,,,2025-09-16,Completed,M-Pesa
ORD023326,,,2024-10-30,Completed,Card
ORD023327,,,2025-02-16,Completed,Card
ORD023328,,,2025-07-06,Completed,M-Pesa
ORD023329,,,2025-09-11,Completed,Cash
ORD023330,,,2024-08-31,Completed,Card
ORD023331,,,2025-11-06,Completed,Card
ORD023332,,,2024-08-25,Completed,Card
ORD023333,,,2025-02-26,Completed,Card
ORD023334,,,2025-07-23,Completed,M-Pesa
ORD023335,,,2024-03-27,Completed,M-Pesa
ORD023336,,,2025-10-30,Completed,Cash
ORD023337,,,2025-02-22,Completed,Card
ORD023338,,,2024-04-29,Cancelled,M-Pesa
ORD023339,,,2024-01-16,Completed,Card
ORD023340,,,2024-04-03,Completed,Card
ORD023341,,,2024-09-07,Returned,Bank Transfer
ORD023342,,,2024-06-21,Completed,Card
ORD023343,,,2024-03-07,Completed,M-Pesa
ORD023344,,,2024-01-19,Cancelled,M-Pesa
ORD023345,,,2025-07-08,Completed,Bank Transfer
ORD023346,,,2024-08-27,Completed,Bank Transfer
ORD023347,,,2024-05-03,Completed,Cash
ORD023348,,,2024-09-04,Completed,M-Pesa
ORD023349,,,2024-10-30,Completed,Card
ORD023350,,,2025-10-21,Completed,Card
ORD023351,,,2024-04-01,Completed,M-Pesa
ORD023352,,,2025-08-11,Completed,M-Pesa
ORD023353,,,2025-12-04,Completed,Bank Transfer
ORD023354,,,2025-10-14,Completed,Card
ORD023355,,,2024-04-10,Completed,Card
ORD023356,,,2024-12-24,Completed,M-Pesa
ORD023357,,,2024-03-26,Completed,Card
ORD023358,,,2024-07-06,Completed,Card
ORD023359,,,2024-05-01,Completed,Bank Transfer
ORD023360,,,2024-09-11,Completed,Card
ORD023361,,,2024-08-01,Completed,Card
ORD023362,,,2024-11-08,Completed,Card
ORD023363,,,2025-02-02,Completed,M-Pesa
ORD023364,,,2024-08-08,Completed,M-Pesa
ORD023365,,,2025-09-12,Completed,Cash
ORD023366,,,2025-11-10,Completed,Bank Transfer
ORD023367,,,2025-05-19,Completed,Cash
ORD023368,,,2024-11-29,Completed,Card
ORD023369,,,2025-05-29,Completed,M-Pesa
ORD023370,,,2024-03-28,Completed,Card
ORD023371,,,2024-12-31,Completed,M-Pesa
ORD023372,,,2024-09-29,Completed,Card
ORD023373,,,2025-02-17,Completed,M-Pesa
ORD023374,,,2024-08-03,Completed,Card
ORD023375,,,2025-10-19,Completed,M-Pesa
ORD032746,,,2025-04-28,Completed,M-Pesa
ORD023377,,,2025-11-02,Completed,Card
ORD023378,,,2024-01-01,Completed,M-Pesa
ORD023379,,,2025-11-09,Cancelled,M-Pesa
ORD023380,,,2025-01-21,Completed,M-Pesa
ORD023381,,,2024-07-19,Completed,Card
ORD023382,,,2024-07-07,Completed,Cash
ORD023383,,,2025-11-08,Completed,Card
ORD023384,,,2025-08-18,Completed,M-Pesa
ORD023385,,,2025-10-22,Completed,M-Pesa
ORD023386,,,2025-07-16,Completed,Card
ORD023387,,,2024-01-31,Completed,M-Pesa
ORD023388,,,2025-07-28,Completed,Card
ORD023389,,,2025-12-01,Completed,M-Pesa
ORD023390,,,2025-06-05,Completed,M-Pesa
ORD023391,,,2024-06-01,Returned,M-Pesa
ORD023392,,,2025-09-16,Completed,Bank Transfer
ORD023393,,,2024-06-11,Completed,M-Pesa
ORD023394,,,2024-05-02,Completed,Card
ORD023395,,,2024-07-12,Completed,Bank Transfer
ORD023396,,,2024-03-25,Completed,M-Pesa
ORD023397,,,2025-01-04,Completed,Card
ORD023398,,,2024-05-10,Completed,Bank Transfer
ORD023399,,,2025-10-06,Completed,M-Pesa
ORD023400,,,2024-04-27,Completed,M-Pesa
ORD023401,,,2024-07-02,Completed,M-Pesa
ORD023402,,,2024-12-06,Completed,M-Pesa
ORD023403,,,2024-06-12,Completed,M-Pesa
ORD023404,,,2025-02-07,Completed,M-Pesa
ORD023405,,,2024-02-04,Completed,M-Pesa
ORD023406,,,2025-02-18,Cancelled,Card
ORD023407,,,2025-01-08,Completed,M-Pesa
ORD023408,,,2024-10-14,Completed,M-Pesa
ORD023409,,,2025-08-15,Completed,M-Pesa
ORD023410,,,2025-01-03,Completed,M-Pesa
ORD023411,,,2025-11-28,Completed,M-Pesa
ORD023412,,,2025-04-05,Completed,Bank Transfer
ORD023413,,,2024-09-04,Completed,M-Pesa
ORD023414,,,2025-02-03,Completed,M-Pesa
ORD023415,,,2025-10-12,Completed,M-Pesa
ORD023416,,,2025-06-16,Completed,Card
ORD023417,,,2025-02-05,Completed,Card
ORD023418,,,2024-02-02,Completed,M-Pesa
ORD023419,,,2024-07-01,Returned,Cash
ORD023420,,,2025-04-28,Completed,M-Pesa
ORD023421,,,2025-02-02,Completed,Cash
ORD023422,,,2024-01-09,Completed,Cash
ORD023423,,,2024-12-05,Completed,M-Pesa
ORD023424,,,2025-10-11,Completed,M-Pesa
ORD023425,,,2024-12-05,Completed,M-Pesa
ORD023426,,,2025-04-09,Cancelled,M-Pesa
ORD023427,,,2025-07-26,Cancelled,M-Pesa
ORD023428,,,2025-02-25,Completed,M-Pesa
ORD023429,,,2024-03-06,Completed,M-Pesa
ORD023430,,,2025-10-05,Completed,M-Pesa
ORD023431,,,2024-03-04,Cancelled,M-Pesa
ORD023432,,,2025-06-06,Completed,Card
ORD023433,,,2025-06-16,Completed,M-Pesa
ORD023434,,,2024-12-16,Completed,Cash
ORD023435,,,2025-10-15,Completed,Bank Transfer
ORD023436,,,2025-02-24,Completed,Card
ORD023437,,,2024-12-10,Completed,Cash
ORD023438,,,2024-10-12,Completed,Card
ORD023439,,,2025-09-27,Completed,M-Pesa
ORD023440,,,2024-01-10,Completed,Card
ORD023441,,,2025-08-10,Completed,M-Pesa
ORD023442,,,2024-06-18,Completed,M-Pesa
ORD023443,,,2024-09-01,Completed,M-Pesa
ORD023444,,,2024-09-26,Completed,M-Pesa
ORD023445,,,2024-03-03,Completed,M-Pesa
ORD023446,,,2024-07-10,Cancelled,Card
ORD023447,,,2025-03-28,Completed,Bank Transfer
ORD023448,,,2024-04-11,Cancelled,M-Pesa
ORD023449,,,2024-05-03,Completed,M-Pesa
ORD023450,,,2025-12-29,Completed,Bank Transfer
ORD023451,,,2025-09-05,Completed,Card
ORD023452,,,2024-05-06,Completed,Cash
ORD023453,,,2024-10-25,Completed,Cash
ORD023454,,,2025-10-02,Completed,Card
ORD023455,,,2024-05-16,Completed,M-Pesa
ORD023456,,,2024-12-22,Completed,M-Pesa
ORD023457,,,2024-08-16,Completed,Card
ORD023458,,,2024-11-24,Cancelled,M-Pesa
ORD023459,,,2025-09-28,Completed,Card
ORD023460,,,2024-04-17,Completed,M-Pesa
ORD023461,,,2024-01-12,Completed,M-Pesa
ORD023462,,,2025-08-12,Completed,Card
ORD023463,,,2025-07-28,Completed,M-Pesa
ORD023464,,,2024-07-29,Completed,Card
ORD023465,,,2025-10-29,Completed,M-Pesa
ORD023466,,,2024-07-17,Completed,Bank Transfer
ORD023467,,,2025-05-31,Completed,Cash
ORD023468,,,2025-09-25,Completed,Card
ORD023469,,,2025-06-29,Completed,M-Pesa
ORD023470,,,2025-05-17,Completed,M-Pesa
ORD023471,,,2024-08-17,Completed,Card
ORD023472,,,2024-08-02,Completed,Card
ORD023473,,,2025-07-03,Completed,M-Pesa
ORD023474,,,2025-10-31,Completed,M-Pesa
ORD023475,,,2024-12-10,Completed,Card
ORD023476,,,2024-11-09,Completed,M-Pesa
ORD023477,,,2025-12-27,Completed,Card
ORD023478,,,2025-08-13,Completed,M-Pesa
ORD023479,,,2024-07-02,Completed,M-Pesa
ORD023480,,,2025-04-27,Completed,Card
ORD023481,,,2024-03-23,Completed,M-Pesa
ORD023482,,,2024-11-29,Completed,M-Pesa
ORD023483,,,2024-12-19,Completed,M-Pesa
ORD023484,,,2025-04-14,Completed,M-Pesa
ORD023485,,,2024-03-25,Completed,Card
ORD023486,,,2025-12-27,Completed,M-Pesa
ORD023487,,,2024-10-16,Completed,Bank Transfer
ORD023488,,,2025-09-11,Completed,Card
ORD023489,,,2025-01-02,Completed,M-Pesa
ORD023490,,,2024-05-15,Completed,M-Pesa
ORD023491,,,2024-06-26,Completed,Card
ORD023492,,,2024-02-12,Completed,M-Pesa
ORD023493,,,2024-08-05,Returned,M-Pesa
ORD023494,,,2025-12-29,Completed,M-Pesa
ORD023495,,,2025-03-31,Completed,M-Pesa
ORD023496,,,2024-09-05,Completed,M-Pesa
ORD023497,,,2025-09-09,Completed,M-Pesa
ORD023498,,,2025-08-26,Completed,M-Pesa
ORD023499,,,2024-10-12,Completed,Card
ORD023500,,,2025-06-25,Completed,Bank Transfer
ORD023501,,,2024-09-07,Completed,M-Pesa
ORD023502,,,2025-10-29,Completed,Card
ORD023503,,,2025-10-30,Completed,M-Pesa
ORD023504,,,2025-08-03,Cancelled,Bank Transfer
ORD023505,,,2025-08-27,Completed,Card
ORD023506,,,2025-09-12,Completed,Cash
ORD023507,,,2025-03-31,Completed,Card
ORD023508,,,2025-04-22,Completed,M-Pesa
ORD023509,,,2025-06-04,Completed,Card
ORD023510,,,2025-10-08,Completed,Card
ORD023511,,,2025-12-22,Completed,Cash
ORD023512,,,2024-05-20,Completed,Cash
ORD023513,,,2025-09-27,Cancelled,M-Pesa
ORD023514,,,2025-07-20,Completed,M-Pesa
ORD023515,,,2024-07-27,Completed,M-Pesa
ORD023516,,,2024-11-13,Completed,M-Pesa
ORD023517,,,2025-10-28,Completed,Bank Transfer
ORD023518,,,2024-04-25,Completed,M-Pesa
ORD023519,,,2024-04-14,Completed,M-Pesa
ORD023520,,,2024-11-28,Completed,M-Pesa
ORD023521,,,2024-08-15,Returned,M-Pesa
ORD023522,,,2025-09-09,Completed,Card
ORD023523,,,2024-01-08,Completed,M-Pesa
ORD023524,,,2024-11-21,Completed,M-Pesa
ORD023525,,,2024-04-13,Completed,Card
ORD023526,,,2025-07-24,Completed,M-Pesa
ORD023527,,,2024-12-10,Completed,M-Pesa
ORD023528,,,2025-07-21,Completed,M-Pesa
ORD023529,,,2024-12-09,Completed,Card
ORD023530,,,2024-06-12,Completed,M-Pesa
ORD023531,,,2024-01-26,Completed,Card
ORD023532,,,2025-05-30,Completed,Card
ORD023533,,,2024-07-02,Completed,M-Pesa
ORD023534,,,2024-01-29,Completed,Card
ORD023535,,,2025-07-03,Completed,Bank Transfer
ORD023536,,,2025-03-27,Completed,M-Pesa
ORD023537,,,2024-07-16,Cancelled,M-Pesa
ORD023538,,,2024-04-20,Completed,M-Pesa
ORD023539,,,2024-03-02,Completed,Card
ORD023540,,,2024-08-10,Completed,Card
ORD023541,,,2024-04-15,Completed,M-Pesa
ORD023542,,,2024-06-13,Completed,M-Pesa
ORD023543,,,2025-04-08,Completed,M-Pesa
ORD023544,,,2025-10-27,Completed,M-Pesa
ORD023545,,,2024-09-23,Completed,M-Pesa
ORD023546,,,2024-01-13,Cancelled,Card
ORD023547,,,2025-02-28,Completed,M-Pesa
ORD023548,,,2024-01-25,Completed,Card
ORD023549,,,2024-06-02,Returned,Cash
ORD023550,,,2025-03-26,Completed,Card
ORD023551,,,2024-05-12,Completed,M-Pesa
ORD023552,,,2025-06-29,Completed,M-Pesa
ORD023553,,,2025-01-10,Returned,M-Pesa
ORD023554,,,2024-03-20,Completed,Bank Transfer
ORD023555,,,2025-09-20,Completed,M-Pesa
ORD023556,,,2024-03-11,Completed,Bank Transfer
ORD023557,,,2024-10-22,Completed,Card
ORD023558,,,2024-03-10,Completed,Bank Transfer
ORD023559,,,2025-04-28,Completed,Card
ORD023560,,,2025-01-18,Completed,M-Pesa
ORD023561,,,2025-05-27,Completed,Card
ORD023562,,,2024-09-15,Completed,Bank Transfer
ORD023563,,,2025-09-01,Completed,Bank Transfer
ORD023564,,,2025-09-29,Completed,Cash
ORD023565,,,2025-11-28,Completed,M-Pesa
ORD023566,,,2024-01-19,Completed,M-Pesa
ORD023567,,,2025-10-17,Completed,M-Pesa
ORD023568,,,2024-11-30,Completed,M-Pesa
ORD023569,,,2025-10-30,Completed,M-Pesa
ORD023570,,,2024-05-18,Completed,Card
ORD023571,,,2025-06-02,Completed,Card
ORD023572,,,2024-04-27,Completed,Cash
ORD023573,,,2024-12-22,Completed,Card
ORD023574,,,2024-11-22,Completed,M-Pesa
ORD023575,,,2025-04-06,Completed,Cash
ORD023576,,,2025-11-27,Completed,Cash
ORD023577,,,2025-02-23,Completed,Card
ORD023578,,,2025-12-17,Completed,Cash
ORD023579,,,2024-08-23,Returned,M-Pesa
ORD023580,,,2024-08-11,Completed,M-Pesa
ORD023581,,,2025-10-11,Completed,M-Pesa
ORD023582,,,2024-01-26,Returned,Card
ORD023583,,,2024-09-04,Completed,Card
ORD023584,,,2025-07-01,Completed,Card
ORD023585,,,2024-07-10,Completed,M-Pesa
ORD023586,,,2024-12-11,Completed,M-Pesa
ORD023587,,,2025-05-09,Completed,Cash
ORD023588,,,2024-11-30,Completed,Card
ORD023589,,,2024-08-23,Completed,M-Pesa
ORD023590,,,2024-12-28,Completed,Cash
ORD023591,,,2025-08-07,Completed,Bank Transfer
ORD023592,,,2024-03-21,Completed,Bank Transfer
ORD023593,,,2025-11-09,Completed,Card
ORD023594,,,2024-08-12,Completed,M-Pesa
ORD023595,,,2025-02-04,Completed,M-Pesa
ORD023596,,,2024-03-27,Completed,Bank Transfer
ORD023597,,,2025-06-21,Completed,M-Pesa
ORD023598,,,2025-11-27,Completed,Card
ORD023599,,,2024-09-02,Completed,M-Pesa
ORD023600,,,2024-01-02,Completed,Card
ORD023601,,,2024-08-02,Completed,Card
ORD023602,,,2024-08-08,Completed,Card
ORD023603,,,2025-01-03,Completed,Card
ORD023604,,,2025-07-31,Completed,M-Pesa
ORD023605,,,2024-11-14,Completed,Card
ORD023606,,,2025-05-27,Completed,Bank Transfer
ORD023607,,,2025-12-14,Completed,Bank Transfer
ORD023608,,,2024-11-07,Completed,Card
ORD023609,,,2025-03-13,Completed,Card
ORD023610,,,2025-07-30,Completed,Card
ORD023611,,,2024-12-06,Completed,Cash
ORD023612,,,2024-03-23,Completed,M-Pesa
ORD023613,,,2024-11-12,Completed,Card
ORD023614,,,2025-12-04,Completed,M-Pesa
ORD023615,,,2024-02-08,Completed,Card
ORD023616,,,2025-05-22,Completed,Card
ORD023617,,,2024-10-25,Completed,M-Pesa
ORD023618,,,2025-11-14,Completed,M-Pesa
ORD023619,,,2025-09-29,Completed,Bank Transfer
ORD023620,,,2025-07-02,Completed,Card
ORD023621,,,2024-10-19,Completed,M-Pesa
ORD023622,,,2025-03-11,Completed,M-Pesa
ORD023623,,,2024-02-26,Completed,Bank Transfer
ORD023624,,,2025-12-15,Completed,Bank Transfer
ORD023625,,,2025-06-27,Completed,M-Pesa
ORD023626,,,2025-12-06,Completed,M-Pesa
ORD023627,,,2024-02-29,Completed,Card
ORD023628,,,2025-01-26,Cancelled,Card
ORD023629,,,2025-03-27,Completed,Card
ORD023630,,,2025-06-10,Cancelled,Bank Transfer
ORD023631,,,2024-05-16,Completed,M-Pesa
ORD023632,,,2025-08-07,Completed,M-Pesa
ORD023633,,,2025-10-12,Completed,Card
ORD023634,,,2025-08-22,Completed,Card
ORD023635,,,2025-12-05,Completed,M-Pesa
ORD023636,,,2024-03-11,Completed,Card
ORD023637,,,2024-09-30,Completed,Bank Transfer
ORD023638,,,2025-12-17,Completed,Cash
ORD023639,,,2025-12-15,Completed,Card
ORD023640,,,2025-11-16,Completed,Card
