order_item_id,order_id,product_id,quantity,unit_price,discount
ITEM0012661,ORD006728,PR049,1,6772.07,0.2
ITEM0012662,ORD006729,PR053,1,2497.52,0.0
ITEM0012663,ORD006729,PR014,2,9252.28,0.15
ITEM0012664,ORD006729,PR041,1,4562.48,0.0
ITEM0012665,ORD006729,PR096,2,147.77,0.0
ITEM0012666,ORD006730,PR073,2,2345.3,0.0
ITEM0012667,ORD006730,PR035,1,27864.56,0.1
ITEM0012668,ORD006731,PR056,2,4446.0,0.1
ITEM0012669,ORD006732,PR097,2,391.53,0.15
ITEM0012670,ORD006732,PR081,5,939.28,0.1
ITEM0012671,ORD006732,PR081,5,941.53,0.1
ITEM0012672,ORD006733,PR079,1,3122.05,0.05
ITEM0012673,ORD006734,PR089,2,437.87,0.05
ITEM0012674,ORD006735,PR023,1,29760.5,0.0
ITEM0012675,ORD006735,PR017,3,7125.46,0.1
ITEM0012676,ORD006736,PR075,1,2986.31,0.1
ITEM0012677,ORD006737,PR042,1,4715.6,0.15
ITEM0012678,ORD006738,PR071,1,1162.3,0.0
ITEM0012679,ORD006739,PR097,4,394.4,0.1
ITEM0012680,ORD006740,PR100,1,679.12,0.0
ITEM0012681,ORD006740,PR090,2,391.32,0.05
ITEM0012682,ORD006740,PR035,1,26637.88,0.0
ITEM0012683,ORD006740,PR001,1,6463.4,0.1
ITEM0012684,ORD006740,PR011,2,7795.11,0.05
ITEM0012685,ORD006741,PR002,3,63634.07,0.1
ITEM0012686,ORD006741,PR068,1,1169.04,0.05
ITEM0012687,ORD006742,PR041,3,4528.28,0.0
ITEM0012688,ORD006742,PR038,2,5809.88,0.15
ITEM0012689,ORD006743,PR098,3,656.99,0.0
ITEM0012690,ORD006743,PR068,1,1181.6,0.1
ITEM0012691,ORD006743,PR043,1,6944.42,0.1
ITEM0012692,ORD006744,PR020,2,2171.38,0.05
ITEM0012693,ORD006744,PR014,1,9330.37,0.0
ITEM0012694,ORD006745,PR074,1,813.35,0.05
ITEM0012695,ORD006745,PR084,1,309.55,0.05
ITEM0012696,ORD006746,PR007,2,2567.83,0.05
ITEM0012697,ORD006747,PR026,1,4621.81,0.0
ITEM0012698,ORD006748,PR039,4,4883.17,0.05
ITEM0012699,ORD006748,PR076,4,1840.92,0.0
ITEM0012700,ORD006748,PR078,1,8409.36,0.05
ITEM0012701,ORD006748,PR022,3,7890.51,0.0
ITEM0012702,ORD006748,PR072,3,1301.59,0.0
ITEM0012703,ORD006749,PR062,1,1362.78,0.0
ITEM0012704,ORD006750,PR053,1,2499.4,0.0
ITEM0012705,ORD006751,PR043,4,6757.45,0.0
ITEM0012706,ORD006751,PR010,4,108297.59,0.1
ITEM0012707,ORD006751,PR059,1,5117.88,0.1
ITEM0012708,ORD006752,PR017,4,6873.77,0.15
ITEM0012709,ORD006752,PR041,2,4430.77,0.15
ITEM0012710,ORD006752,PR038,1,5978.6,0.0
ITEM0012711,ORD006753,PR044,2,3412.83,0.1
ITEM0012712,ORD006754,PR012,2,11527.49,0.05
ITEM0012713,ORD006754,PR026,3,4683.16,0.0
ITEM0012714,ORD006755,PR070,3,9838.11,0.05
ITEM0012715,ORD006755,PR055,1,5609.97,0.05
ITEM0012716,ORD006756,PR092,3,429.08,0.05
ITEM0012717,ORD006756,PR055,2,5656.94,0.0
ITEM0012718,ORD006757,PR014,2,9222.93,0.1
ITEM0012719,ORD006757,PR034,4,3115.44,0.05
ITEM0012720,ORD006757,PR052,1,2736.49,0.05
ITEM0012721,ORD006757,PR002,3,62321.65,0.0
ITEM0012722,ORD006757,PR015,2,3963.99,0.0
ITEM0012723,ORD006758,PR094,3,1000.31,0.1
ITEM0012724,ORD006758,PR089,2,448.05,0.05
ITEM0012725,ORD006758,PR069,1,1667.78,0.05
ITEM0012726,ORD006759,PR054,1,7187.33,0.05
ITEM0012727,ORD006759,PR052,4,2738.16,0.05
ITEM0012728,ORD006760,PR027,1,20757.39,0.1
ITEM0012729,ORD006761,PR025,3,4761.99,0.1
ITEM0012730,ORD006761,PR049,1,6815.59,0.0
ITEM0012731,ORD006761,PR056,1,4314.34,0.1
ITEM0012732,ORD006761,PR015,1,3959.63,0.0
ITEM0012733,ORD006762,PR093,1,745.97,0.1
ITEM0012734,ORD006762,PR056,2,4282.58,0.0
ITEM0012735,ORD006763,PR001,1,6568.53,0.2
ITEM0012736,ORD006764,PR062,2,1327.35,0.1
ITEM0012737,ORD006765,PR077,3,2234.29,0.05
ITEM0012738,ORD006766,PR018,3,9993.65,0.15
ITEM0012739,ORD006766,PR008,1,57876.95,0.05
ITEM0012740,ORD006766,PR063,1,1014.62,0.0
ITEM0012741,ORD006767,PR065,3,1508.6,0.1
ITEM0012742,ORD006768,PR081,1,911.63,0.1
ITEM0012743,ORD006768,PR060,4,2567.04,0.2
ITEM0012744,ORD006769,PR017,1,6793.07,0.15
ITEM0012745,ORD006770,PR082,3,399.8,0.0
ITEM0012746,ORD006770,PR092,1,415.39,0.15
ITEM0012747,ORD006771,PR053,5,2435.65,0.05
ITEM0012748,ORD006772,PR057,1,7294.96,0.1
ITEM0012749,ORD006772,PR039,3,4720.67,0.15
ITEM0012750,ORD006772,PR032,2,13175.52,0.15
ITEM0012751,ORD006772,PR034,1,3070.2,0.1
ITEM0012752,ORD006773,PR089,1,459.51,0.05
ITEM0012753,ORD006774,PR020,1,2190.08,0.05
ITEM0012754,ORD006774,PR097,1,390.6,0.05
ITEM0012755,ORD006775,PR034,1,3077.55,0.1
ITEM0012756,ORD006776,PR052,1,2779.55,0.05
ITEM0012757,ORD006776,PR052,1,2703.66,0.1
ITEM0012758,ORD006777,PR036,1,5716.15,0.0
ITEM0012759,ORD006778,PR073,1,2303.55,0.2
ITEM0012760,ORD006778,PR081,1,895.43,0.05
ITEM0012761,ORD006778,PR032,2,13712.4,0.0
ITEM0012762,ORD006779,PR058,1,9919.89,0.15
ITEM0012763,ORD006779,PR080,1,3262.58,0.0
ITEM0012764,ORD006780,PR032,1,13422.57,0.05
ITEM0012765,ORD006780,PR050,1,6453.36,0.05
ITEM0012766,ORD006781,PR034,1,3152.56,0.1
ITEM0012767,ORD006782,PR010,1,107533.93,0.0
ITEM0012768,ORD006782,PR076,1,1880.16,0.0
ITEM0012769,ORD006783,PR078,1,8165.3,0.05
ITEM0012770,ORD006783,PR076,3,1888.52,0.0
ITEM0012771,ORD006783,PR073,4,2389.34,0.05
ITEM0012772,ORD006784,PR035,1,27132.78,0.05
ITEM0012773,ORD006785,PR021,2,6996.24,0.1
ITEM0012774,ORD006786,PR076,3,1871.21,0.1
ITEM0012775,ORD006786,PR080,3,3282.58,0.05
ITEM0012776,ORD006786,PR072,1,1271.48,0.05
ITEM0012777,ORD006786,PR060,4,2681.0,0.05
ITEM0012778,ORD006787,PR028,1,5405.33,0.0
ITEM0012779,ORD006787,PR052,1,2753.05,0.05
ITEM0012780,ORD006787,PR073,1,2372.89,0.0
ITEM0012781,ORD006787,PR046,2,7495.53,0.1
ITEM0012782,ORD006788,PR093,2,728.72,0.2
ITEM0012783,ORD006789,PR035,4,27428.11,0.1
ITEM0012784,ORD006790,PR006,1,76569.84,0.05
ITEM0012785,ORD006790,PR074,1,820.9,0.15
ITEM0012786,ORD006791,PR042,1,4713.24,0.15
ITEM0012787,ORD006791,PR073,1,2272.86,0.1
ITEM0012788,ORD006791,PR028,1,5633.26,0.0
ITEM0012789,ORD006792,PR085,1,998.38,0.0
ITEM0012790,ORD006793,PR038,1,5828.99,0.15
ITEM0012791,ORD006793,PR092,1,423.4,0.0
ITEM0012792,ORD006793,PR022,1,7631.79,0.0
ITEM0012793,ORD006793,PR013,1,7409.7,0.15
ITEM0012794,ORD006794,PR007,2,2587.65,0.0
ITEM0012795,ORD006795,PR055,1,5584.88,0.0
ITEM0012796,ORD006795,PR073,2,2310.67,0.0
ITEM0012797,ORD006796,PR056,5,4493.41,0.1
ITEM0012798,ORD006796,PR014,1,9289.24,0.05
ITEM0012799,ORD006796,PR024,2,27447.92,0.15
ITEM0012800,ORD006797,PR024,1,27598.62,0.05
ITEM0012801,ORD006797,PR057,1,7566.93,0.0
ITEM0012802,ORD006798,PR005,1,4544.76,0.05
ITEM0012803,ORD006799,PR002,4,62269.47,0.1
ITEM0012804,ORD006799,PR008,1,59010.47,0.0
ITEM0012805,ORD006799,PR085,4,988.37,0.05
ITEM0012806,ORD006800,PR003,1,3240.88,0.15
ITEM0012807,ORD006800,PR082,3,383.52,0.05
ITEM0012808,ORD006800,PR003,4,3234.57,0.05
ITEM0012809,ORD006801,PR090,1,390.7,0.05
ITEM0012810,ORD006802,PR100,1,669.31,0.05
ITEM0012811,ORD006803,PR076,1,1953.04,0.1
ITEM0012812,ORD006804,PR047,1,8608.14,0.0
ITEM0012813,ORD006805,PR062,1,1368.22,0.15
ITEM0012814,ORD006805,PR055,2,5614.67,0.0
ITEM0012815,ORD006805,PR088,2,948.31,0.0
ITEM0012816,ORD006806,PR044,1,3421.16,0.15
ITEM0012817,ORD006806,PR100,2,667.3,0.0
ITEM0012818,ORD006806,PR068,1,1177.43,0.0
ITEM0012819,ORD006807,PR059,1,5114.32,0.05
ITEM0012820,ORD006807,PR040,3,11571.11,0.1
ITEM0012821,ORD006807,PR090,3,395.63,0.05
ITEM0012822,ORD006807,PR047,2,8536.47,0.1
ITEM0012823,ORD006807,PR037,2,8897.57,0.0
ITEM0012824,ORD006808,PR004,3,32163.93,0.0
ITEM0012825,ORD006809,PR047,1,8390.47,0.15
ITEM0012826,ORD006810,PR020,2,2148.4,0.15
ITEM0012827,ORD006810,PR058,2,10222.19,0.05
ITEM0012828,ORD006811,PR067,2,2747.66,0.05
ITEM0012829,ORD006812,PR084,2,301.38,0.15
ITEM0012830,ORD006812,PR036,2,6024.57,0.05
ITEM0012831,ORD006812,PR083,1,374.83,0.1
ITEM0012832,ORD006813,PR075,1,2975.68,0.0
ITEM0012833,ORD006814,PR066,1,9885.79,0.0
ITEM0012834,ORD006814,PR061,2,1285.16,0.0
ITEM0012835,ORD006815,PR068,1,1158.33,0.15
ITEM0012836,ORD006815,PR052,4,2791.73,0.15
ITEM0012837,ORD006815,PR012,2,11793.08,0.0
ITEM0012838,ORD006815,PR048,1,3153.67,0.2
ITEM0012839,ORD006816,PR077,1,2307.09,0.05
ITEM0012840,ORD006817,PR028,1,5480.87,0.1
ITEM0012841,ORD006817,PR085,2,985.2,0.05
ITEM0012842,ORD006817,PR049,3,6764.73,0.05
ITEM0012843,ORD006817,PR096,1,146.87,0.15
ITEM0012844,ORD006818,PR042,1,4635.04,0.1
ITEM0012845,ORD006818,PR099,3,390.18,0.1
ITEM0012846,ORD006819,PR100,1,675.25,0.1
ITEM0012847,ORD006819,PR078,1,8262.0,0.15
ITEM0012848,ORD006820,PR052,2,2780.03,0.0
ITEM0012849,ORD006820,PR062,3,1337.45,0.0
ITEM0012850,ORD006821,PR064,1,1725.64,0.15
ITEM0012851,ORD006821,PR100,1,660.61,0.0
ITEM0012852,ORD006822,PR023,1,28907.71,0.1
ITEM0012853,ORD006822,PR071,2,1114.6,0.15
ITEM0012854,ORD006823,PR045,1,1970.63,0.1
ITEM0012855,ORD006823,PR032,1,13175.82,0.15
ITEM0012856,ORD006824,PR031,1,2166.95,0.0
ITEM0012857,ORD006825,PR006,1,73973.55,0.0
ITEM0012858,ORD006826,PR054,1,7079.81,0.05
ITEM0012859,ORD006827,PR030,2,5271.4,0.2
ITEM0012860,ORD006827,PR079,1,3150.38,0.0
ITEM0012861,ORD006828,PR010,1,107364.26,0.0
ITEM0012862,ORD006828,PR052,1,2713.63,0.05
ITEM0012863,ORD006828,PR051,1,9764.94,0.1
ITEM0012864,ORD006828,PR029,1,25510.58,0.05
ITEM0012865,ORD006829,PR011,2,7836.03,0.0
ITEM0012866,ORD006830,PR100,2,691.49,0.0
ITEM0012867,ORD006830,PR098,1,681.28,0.0
ITEM0012868,ORD006830,PR062,3,1392.47,0.0
ITEM0012869,ORD006830,PR057,1,7520.32,0.1
ITEM0012870,ORD006831,PR097,1,392.8,0.1
ITEM0012871,ORD006832,PR060,1,2554.3,0.15
ITEM0012872,ORD006833,PR048,1,3175.64,0.0
ITEM0012873,ORD006833,PR067,2,2869.48,0.0
ITEM0012874,ORD006834,PR021,1,6891.97,0.1
ITEM0012875,ORD006834,PR088,1,939.97,0.05
ITEM0012876,ORD006834,PR004,3,33340.93,0.1
ITEM0012877,ORD006835,PR046,1,7848.62,0.1
ITEM0012878,ORD006835,PR065,1,1578.23,0.0
ITEM0012879,ORD006835,PR078,2,8139.8,0.0
ITEM0012880,ORD006836,PR022,2,8056.49,0.05
ITEM0012881,ORD006837,PR096,2,144.99,0.0
ITEM0012882,ORD006837,PR094,1,1026.37,0.05
ITEM0012883,ORD006837,PR053,1,2512.97,0.0
ITEM0012884,ORD006837,PR028,1,5516.78,0.0
ITEM0012885,ORD006838,PR045,1,1969.43,0.1
ITEM0012886,ORD006839,PR039,1,4684.05,0.0
ITEM0012887,ORD006839,PR003,2,3235.24,0.1
ITEM0012888,ORD006839,PR094,2,1027.61,0.0
ITEM0012889,ORD006840,PR003,2,3344.38,0.05
ITEM0012890,ORD006841,PR015,4,3965.52,0.0
ITEM0012891,ORD006841,PR025,1,4914.17,0.1
ITEM0012892,ORD006842,PR056,1,4507.98,0.1
ITEM0012893,ORD006842,PR091,2,1569.21,0.05
ITEM0012894,ORD006843,PR060,1,2634.38,0.05
ITEM0012895,ORD006844,PR054,2,7032.34,0.0
ITEM0012896,ORD006844,PR094,2,1046.57,0.0
ITEM0012897,ORD006845,PR079,1,3094.26,0.0
ITEM0012898,ORD006846,PR058,1,9693.43,0.05
ITEM0012899,ORD006846,PR085,1,1009.57,0.05
ITEM0012900,ORD006846,PR056,3,4415.43,0.05
ITEM0012901,ORD006847,PR022,1,8081.72,0.05
ITEM0012902,ORD006848,PR099,3,403.77,0.15
ITEM0012903,ORD006849,PR027,5,20801.73,0.0
ITEM0012904,ORD006850,PR096,1,147.53,0.0
ITEM0012905,ORD006850,PR066,2,9910.16,0.0
ITEM0012906,ORD006851,PR096,1,146.56,0.0
ITEM0012907,ORD006851,PR027,1,21129.76,0.0
ITEM0012908,ORD006852,PR039,2,4916.33,0.0
ITEM0012909,ORD006852,PR094,2,1031.96,0.0
ITEM0012910,ORD006852,PR093,1,724.5,0.15
ITEM0012911,ORD006852,PR037,4,9038.52,0.1
ITEM0012912,ORD006852,PR053,2,2566.81,0.0
ITEM0012913,ORD006853,PR022,1,7938.47,0.0
ITEM0012914,ORD006854,PR001,1,6556.59,0.15
ITEM0012915,ORD006854,PR069,1,1674.38,0.1
ITEM0012916,ORD006854,PR039,3,4940.15,0.0
ITEM0012917,ORD006855,PR051,2,9873.18,0.05
ITEM0012918,ORD006856,PR087,5,1374.19,0.0
ITEM0012919,ORD006857,PR020,2,2224.85,0.1
ITEM0012920,ORD006858,PR079,3,3225.17,0.05
ITEM0012921,ORD006859,PR006,3,77666.79,0.0
ITEM0012922,ORD006860,PR009,2,5615.9,0.0
ITEM0012923,ORD006860,PR024,3,26983.77,0.1
ITEM0012924,ORD006860,PR048,3,3171.91,0.05
ITEM0012925,ORD006861,PR049,1,6909.82,0.0
ITEM0012926,ORD006861,PR081,4,912.79,0.2
ITEM0012927,ORD006861,PR018,1,10070.46,0.1
ITEM0012928,ORD006861,PR006,1,73402.52,0.05
ITEM0012929,ORD006862,PR004,1,32951.38,0.15
ITEM0012930,ORD006862,PR057,2,7302.32,0.0
ITEM0012931,ORD006862,PR038,3,5789.83,0.05
ITEM0012932,ORD006863,PR041,1,4572.83,0.0
ITEM0012933,ORD006864,PR062,1,1374.53,0.05
ITEM0012934,ORD006865,PR070,1,9842.53,0.0
ITEM0012935,ORD006866,PR073,1,2275.85,0.15
ITEM0012936,ORD006867,PR017,1,7043.03,0.0
ITEM0012937,ORD006867,PR090,1,384.7,0.05
ITEM0012938,ORD006867,PR055,2,5887.85,0.15
ITEM0012939,ORD006868,PR053,1,2549.81,0.1
ITEM0012940,ORD006868,PR088,2,959.36,0.0
ITEM0012941,ORD006868,PR056,3,4425.19,0.1
ITEM0012942,ORD006869,PR049,3,6811.5,0.2
ITEM0012943,ORD006870,PR043,1,6742.62,0.05
ITEM0012944,ORD006871,PR021,2,6862.13,0.15
ITEM0012945,ORD006871,PR012,2,11287.97,0.2
ITEM0012946,ORD006871,PR022,3,7822.38,0.1
ITEM0012947,ORD006872,PR083,1,377.17,0.0
ITEM0012948,ORD006873,PR022,1,7740.59,0.0
ITEM0012949,ORD006873,PR069,2,1688.55,0.1
ITEM0012950,ORD006873,PR089,1,445.01,0.05
ITEM0012951,ORD006873,PR007,3,2660.81,0.15
ITEM0012952,ORD006874,PR062,1,1390.43,0.1
ITEM0012953,ORD006874,PR052,2,2761.02,0.0
ITEM0012954,ORD006875,PR071,4,1155.35,0.0
ITEM0012955,ORD006875,PR021,2,6631.97,0.15
ITEM0012956,ORD006876,PR054,1,7369.32,0.1
ITEM0012957,ORD006877,PR051,1,9967.32,0.15
ITEM0012958,ORD006878,PR038,2,6103.87,0.05
ITEM0012959,ORD006879,PR009,1,5624.55,0.1
ITEM0012960,ORD006880,PR025,1,4886.98,0.05
ITEM0012961,ORD006881,PR097,3,382.42,0.05
ITEM0012962,ORD006881,PR092,3,410.79,0.0
ITEM0012963,ORD006882,PR080,1,3101.24,0.1
ITEM0012964,ORD006882,PR070,2,9955.56,0.0
ITEM0012965,ORD006883,PR082,1,393.47,0.1
ITEM0012966,ORD006883,PR022,1,8012.87,0.0
ITEM0012967,ORD006884,PR041,1,4635.26,0.0
ITEM0012968,ORD006885,PR062,5,1335.33,0.2
ITEM0012969,ORD006886,PR028,4,5626.06,0.2
ITEM0012970,ORD006886,PR041,1,4428.02,0.0
ITEM0012971,ORD006886,PR065,1,1533.38,0.0
ITEM0012972,ORD006887,PR060,2,2559.23,0.0
ITEM0012973,ORD006888,PR010,1,109062.23,0.05
ITEM0012974,ORD006888,PR091,1,1605.11,0.05
ITEM0012975,ORD006888,PR087,1,1351.31,0.05
ITEM0012976,ORD006888,PR089,2,456.8,0.15
ITEM0012977,ORD006889,PR098,1,661.8,0.15
ITEM0012978,ORD006889,PR008,2,57619.92,0.15
ITEM0012979,ORD006889,PR067,1,2853.75,0.0
ITEM0012980,ORD006889,PR016,1,11686.47,0.2
ITEM0012981,ORD006890,PR010,2,106891.71,0.1
ITEM0012982,ORD006890,PR082,1,384.73,0.1
ITEM0012983,ORD006891,PR002,2,61593.04,0.05
ITEM0012984,ORD006892,PR098,1,675.49,0.05
ITEM0012985,ORD006892,PR066,2,9872.77,0.1
ITEM0012986,ORD006892,PR067,1,2785.09,0.0
ITEM0012987,ORD006893,PR019,2,2159.93,0.1
ITEM0012988,ORD006893,PR056,1,4362.61,0.1
ITEM0012989,ORD006893,PR014,1,9087.91,0.0
ITEM0012990,ORD006894,PR060,1,2623.52,0.05
ITEM0012991,ORD006895,PR015,2,3938.01,0.1
ITEM0012992,ORD006895,PR088,1,942.17,0.0
ITEM0012993,ORD006896,PR067,1,2744.37,0.0
ITEM0012994,ORD006896,PR027,3,20701.05,0.0
ITEM0012995,ORD006896,PR020,4,2152.26,0.15
ITEM0012996,ORD006896,PR045,1,2020.33,0.05
ITEM0012997,ORD006896,PR070,4,9785.85,0.05
ITEM0012998,ORD006897,PR091,3,1632.07,0.0
ITEM0012999,ORD006897,PR082,2,378.45,0.1
ITEM0013000,ORD006897,PR091,4,1631.17,0.0
ITEM0013001,ORD006898,PR067,1,2776.9,0.15
ITEM0013002,ORD006898,PR010,1,103611.99,0.1
ITEM0013003,ORD006898,PR011,2,7534.34,0.0
ITEM0013004,ORD006899,PR066,1,9871.13,0.1
ITEM0013005,ORD006900,PR066,1,9948.15,0.0
ITEM0013006,ORD006901,PR060,2,2674.75,0.15
ITEM0013007,ORD006902,PR069,1,1643.0,0.0
ITEM0013008,ORD006902,PR029,2,25827.02,0.05
ITEM0013009,ORD006903,PR085,1,983.58,0.0
ITEM0013010,ORD006903,PR064,1,1723.21,0.0
ITEM0013011,ORD006903,PR039,1,4698.68,0.0
ITEM0013012,ORD006904,PR077,1,2222.92,0.1
ITEM0013013,ORD006905,PR073,1,2387.21,0.05
ITEM0013014,ORD006905,PR089,1,440.62,0.1
ITEM0013015,ORD006905,PR064,3,1787.06,0.15
ITEM0013016,ORD006906,PR022,1,7987.2,0.05
ITEM0013017,ORD006906,PR083,1,385.5,0.1
ITEM0013018,ORD006906,PR016,2,12146.12,0.1
ITEM0013019,ORD006906,PR047,2,8728.09,0.0
ITEM0013020,ORD006907,PR003,2,3286.89,0.05
ITEM0013021,ORD006907,PR037,1,8740.42,0.0
ITEM0013022,ORD006908,PR091,4,1613.87,0.05
ITEM0013023,ORD006908,PR077,3,2288.62,0.1
ITEM0013024,ORD006909,PR020,2,2234.46,0.0
ITEM0013025,ORD006909,PR051,2,9982.66,0.1
ITEM0013026,ORD006910,PR047,1,8303.47,0.15
ITEM0013027,ORD006911,PR024,1,28251.18,0.0
ITEM0013028,ORD006911,PR098,2,678.78,0.0
ITEM0013029,ORD006911,PR055,3,5696.01,0.0
ITEM0013030,ORD006911,PR066,5,9710.78,0.0
ITEM0013031,ORD006912,PR016,1,12022.18,0.15
ITEM0013032,ORD006913,PR003,1,3227.45,0.0
ITEM0013033,ORD006913,PR062,1,1335.44,0.0
ITEM0013034,ORD006913,PR083,5,372.15,0.0
ITEM0013035,ORD006914,PR027,1,21069.77,0.2
ITEM0013036,ORD006915,PR005,4,4339.11,0.0
ITEM0013037,ORD006916,PR021,1,6985.61,0.0
ITEM0013038,ORD006916,PR099,1,390.71,0.2
ITEM0013039,ORD006917,PR078,3,7990.42,0.0
ITEM0013040,ORD006918,PR098,1,695.56,0.15
ITEM0013041,ORD006918,PR100,1,669.19,0.15
ITEM0013042,ORD006919,PR072,3,1319.08,0.0
ITEM0013043,ORD006919,PR096,1,147.51,0.0
ITEM0013044,ORD006920,PR096,1,150.81,0.15
ITEM0013045,ORD006921,PR071,1,1113.2,0.0
ITEM0013046,ORD006921,PR075,1,2906.99,0.0
ITEM0013047,ORD006922,PR056,2,4383.73,0.0
ITEM0013048,ORD006922,PR033,2,7076.17,0.2
ITEM0013049,ORD006923,PR094,1,996.92,0.2
ITEM0013050,ORD006924,PR057,2,7283.72,0.15
ITEM0013051,ORD006924,PR079,3,3191.2,0.0
ITEM0013052,ORD006925,PR066,2,10155.77,0.0
ITEM0013053,ORD006926,PR098,4,665.35,0.15
ITEM0013054,ORD006926,PR017,3,7003.02,0.05
ITEM0013055,ORD006926,PR040,1,11421.24,0.15
ITEM0013056,ORD006927,PR016,1,11898.12,0.0
ITEM0013057,ORD006928,PR052,1,2822.91,0.0
ITEM0013058,ORD006928,PR023,1,29962.13,0.0
ITEM0013059,ORD006929,PR083,1,386.64,0.05
ITEM0013060,ORD006930,PR093,1,731.0,0.1
ITEM0013061,ORD006930,PR075,2,3031.29,0.1
ITEM0013062,ORD006930,PR033,2,6793.87,0.05
ITEM0013063,ORD006931,PR015,1,3890.97,0.1
ITEM0013064,ORD006932,PR046,2,7840.19,0.05
ITEM0013065,ORD006933,PR072,3,1312.18,0.05
ITEM0013066,ORD006934,PR100,2,668.1,0.0
ITEM0013067,ORD006934,PR038,5,5859.33,0.1
ITEM0013068,ORD006935,PR097,3,391.81,0.15
ITEM0013069,ORD006936,PR042,1,4481.6,0.1
ITEM0013070,ORD006937,PR058,1,9965.53,0.0
ITEM0013071,ORD006937,PR056,2,4400.09,0.05
ITEM0013072,ORD006937,PR012,5,11259.22,0.0
ITEM0013073,ORD006937,PR059,1,5046.91,0.0
ITEM0013074,ORD006937,PR023,2,28471.84,0.05
ITEM0013075,ORD006938,PR023,1,29355.21,0.05
ITEM0013076,ORD006939,PR044,2,3286.94,0.1
ITEM0013077,ORD006939,PR100,1,684.79,0.0
ITEM0013078,ORD006940,PR014,1,9374.52,0.0
ITEM0013079,ORD006941,PR051,1,9919.26,0.0
ITEM0013080,ORD006941,PR086,1,339.73,0.2
ITEM0013081,ORD006941,PR012,1,11619.01,0.1
ITEM0013082,ORD006942,PR045,2,2002.89,0.05
ITEM0013083,ORD006943,PR030,5,5344.04,0.1
ITEM0013084,ORD006944,PR016,1,11841.57,0.0
ITEM0013085,ORD006945,PR074,1,813.99,0.0
ITEM0013086,ORD006946,PR066,4,9868.37,0.15
ITEM0013087,ORD006946,PR085,2,984.31,0.0
ITEM0013088,ORD006946,PR059,3,5094.09,0.0
ITEM0013089,ORD006947,PR035,2,27682.48,0.0
ITEM0013090,ORD006948,PR054,1,7444.86,0.05
ITEM0013091,ORD006949,PR062,2,1369.27,0.15
ITEM0013092,ORD006949,PR081,1,899.45,0.05
ITEM0013093,ORD006950,PR031,1,2180.55,0.0
ITEM0013094,ORD006951,PR088,1,920.77,0.0
ITEM0013095,ORD006952,PR056,1,4437.84,0.0
ITEM0013096,ORD006952,PR071,4,1169.6,0.15
ITEM0013097,ORD006953,PR068,1,1155.19,0.1
ITEM0013098,ORD006954,PR020,4,2165.16,0.15
ITEM0013099,ORD006955,PR061,1,1274.09,0.15
ITEM0013100,ORD006955,PR058,1,9859.35,0.0
ITEM0013101,ORD006955,PR020,1,2121.21,0.05
ITEM0013102,ORD006955,PR077,3,2249.51,0.15
ITEM0013103,ORD006956,PR009,2,5561.16,0.05
ITEM0013104,ORD006957,PR081,2,934.29,0.05
ITEM0013105,ORD006957,PR098,3,657.64,0.15
ITEM0013106,ORD006957,PR064,1,1764.08,0.05
ITEM0013107,ORD006958,PR024,1,27995.39,0.1
ITEM0013108,ORD006958,PR061,1,1299.7,0.15
ITEM0013109,ORD006958,PR050,1,6255.49,0.15
ITEM0013110,ORD006958,PR052,2,2824.41,0.05
ITEM0013111,ORD006959,PR054,1,7064.49,0.05
ITEM0013112,ORD006959,PR100,1,665.12,0.05
ITEM0013113,ORD006960,PR054,1,7277.53,0.05
ITEM0013114,ORD006960,PR051,2,9663.71,0.05
ITEM0013115,ORD006960,PR025,1,4889.51,0.1
ITEM0013116,ORD006961,PR001,1,6757.44,0.1
ITEM0013117,ORD006961,PR034,4,3124.35,0.05
ITEM0013118,ORD006961,PR093,1,730.0,0.0
ITEM0013119,ORD006962,PR069,3,1695.46,0.1
ITEM0013120,ORD006963,PR096,1,147.15,0.1
ITEM0013121,ORD006964,PR078,1,8067.73,0.0
ITEM0013122,ORD006964,PR014,2,8965.22,0.1
ITEM0013123,ORD006965,PR094,3,1006.04,0.0
ITEM0013124,ORD006965,PR055,1,5638.36,0.0
ITEM0013125,ORD006965,PR098,1,661.4,0.05
ITEM0013126,ORD006966,PR015,1,3974.3,0.05
ITEM0013127,ORD006967,PR055,1,5639.77,0.05
ITEM0013128,ORD006968,PR006,4,75821.09,0.15
ITEM0013129,ORD006968,PR057,2,7267.88,0.0
ITEM0013130,ORD006969,PR049,1,6716.81,0.15
ITEM0013131,ORD006969,PR039,1,4847.33,0.0
ITEM0013132,ORD006969,PR095,2,1235.27,0.15
ITEM0013133,ORD006970,PR032,2,13060.42,0.0
ITEM0013134,ORD006970,PR089,2,451.6,0.1
ITEM0013135,ORD006971,PR091,4,1615.98,0.0
ITEM0013136,ORD006972,PR064,2,1751.63,0.05
ITEM0013137,ORD006972,PR055,2,5889.59,0.0
ITEM0013138,ORD006972,PR097,1,384.53,0.2
ITEM0013139,ORD006973,PR014,2,9148.99,0.2
ITEM0013140,ORD006973,PR091,2,1575.76,0.15
ITEM0013141,ORD006974,PR072,2,1278.12,0.0
ITEM0013142,ORD006975,PR019,3,2144.55,0.15
ITEM0013143,ORD006976,PR024,1,27280.03,0.15
ITEM0013144,ORD006976,PR021,1,6915.82,0.05
ITEM0013145,ORD006976,PR014,5,9193.22,0.0
