order_id,customer_id,order_date,store_id,status
O001745,C00219,2024-03-08,S09,Returned
O001746,C00461,2024-05-02,S09,Completed
O001747,C00663,2025-11-15,S07,Returned
O001748,C00635,2024-12-01,S05,Completed
O001749,C01168,2024-06-01,S03,Completed
O001750,C00990,2025-10-30,S03,Completed
O001751,C00189,2024-06-10,S09,Completed
O001752,C00255,2024-08-01,S09,Completed
O001753,C00068,2025-01-10,S04,Completed
O001754,C00616,2025-03-18,S01,Completed
O001755,C00336,2025-02-26,S10,Completed
O001756,C00671,2025-06-21,S05,Completed
O001757,C00821,2025-12-01,S08,Completed
O001758,C00874,2025-09-25,S10,Completed
O001759,C00300,2024-08-17,S04,Completed
O001760,C00357,2024-02-28,S10,Returned
O001761,C00256,2024-04-05,S10,Completed
O001762,C01008,2024-09-18,S04,Returned
O001763,C00353,2024-12-19,S09,Completed
O001764,C00524,2024-11-07,S09,Completed
O001765,C00950,2024-05-15,S07,Completed
O001766,C00756,2025-04-17,S10,Completed
O001767,C00284,2025-09-23,S08,Completed
O001768,C00099,2025-03-05,S04,Completed
O001769,C00197,2025-06-20,S08,Completed
O001770,C00482,2024-05-25,S06,Completed
O001771,C00878,2025-06-07,S03,Completed
O001772,C00615,2024-03-27,S07,Completed
O001773,C00618,2024-04-18,S03,Completed
O001774,C00368,2025-02-26,S07,Cancelled
O001775,C00570,2024-12-10,S05,Completed
O001776,C00590,2024-09-22,S04,Completed
O001777,C01099,2025-08-08,S03,Completed
O001778,C01066,2025-05-08,S08,Completed
O001779,C00422,2024-11-28,S04,Completed
O001780,C00836,2025-02-16,S08,Completed
O001781,C00545,2025-09-05,S10,Completed
O001782,C00071,2025-10-10,S03,Completed
O001783,C01129,2024-07-09,S10,Cancelled
O001784,C01125,2024-05-21,S09,Completed
O001785,C00768,2024-03-13,S06,Completed
O001786,C00307,2024-06-15,S05,Completed
O001787,C00377,2024-06-16,S05,Completed
O001788,C00655,2025-07-19,S03,Completed
O001789,C00678,2024-09-15,S02,Completed
O001790,C00399,2025-03-14,S06,Completed
O001791,C00221,2024-04-20,S01,Completed
O001792,C00182,2025-11-03,S07,Returned
O001793,C00307,2025-06-14,S05,Completed
O001794,C00522,2024-10-16,S04,Completed
O001795,C01014,2025-07-15,S09,Completed
O001796,C00004,2025-05-24,S10,Cancelled
O001797,C00863,2024-06-23,S01,Completed
O001798,C00848,2024-10-28,S04,Completed
O001799,C00804,2025-11-26,S03,Completed
O001800,C00215,2024-07-03,S06,Completed
O001801,C00972,2024-12-04,S05,Completed
O001802,C00101,2025-05-24,S07,Completed
O001803,C00963,2024-11-05,S01,Completed
O001804,C00573,2025-05-21,S05,Completed
O001805,C00658,2024-12-11,S02,Completed
O001806,C00939,2024-03-21,S02,Completed
O001807,C01087,2025-01-08,S02,Completed
O001808,C00226,2024-06-04,S09,Completed
O001809,C00105,2025-03-07,S10,Completed
O001810,C00772,2025-05-14,S03,Completed
O001811,C00429,2024-05-26,S04,Completed
O001812,C00434,2025-04-25,S05,Completed
O001813,C01052,2025-03-10,S04,Cancelled
O001814,C00682,2025-06-02,S04,Completed
O001815,C00588,2025-10-30,S05,Completed
O001816,C01093,2025-11-13,S10,Completed
O001817,C00866,2024-03-09,S09,Completed
O001818,C00746,2025-08-28,S09,Completed
O001819,C01191,2024-07-04,S06,Completed
O001820,C00864,2025-11-12,S03,Completed
O001821,C00368,2024-07-22,S06,Completed
O001822,C00251,2025-07-07,S10,Completed
O001823,C00859,2024-01-13,S04,Cancelled
O001824,C00856,2025-10-27,S03,Completed
O001825,C01194,2024-09-30,S06,Completed
O001826,C01114,2024-10-24,S06,Completed
O001827,C00561,2024-02-20,S02,Completed
O001828,C00294,2025-05-14,S09,Completed
O001829,C00919,2025-01-03,S08,Completed
O001830,C01174,2025-12-24,S06,Completed
O001831,C01156,2025-10-17,S01,Completed
O001832,C00433,2024-12-22,S02,Completed
O001833,C00059,2024-01-03,S04,Completed
O001834,C00969,2024-09-10,S07,Completed
O001835,C00836,2025-04-19,S09,Completed
O001836,C00199,2025-05-20,S10,Completed
O001837,C00215,2024-09-12,S05,Cancelled
O001838,C00898,2025-09-01,S10,Completed
O001839,C00472,2025-11-15,S02,Completed
O001840,C00247,2024-05-29,S01,Completed
O001841,C00382,2025-05-02,S10,Completed
O001842,C00991,2024-10-05,S01,Completed
O001843,C00927,2024-02-28,S05,Returned
O001844,C01192,2025-03-21,S07,Completed
O001845,C00560,2024-04-22,S09,Completed
O001846,C01075,2025-07-22,S09,Returned
O001847,C00689,2025-05-03,S08,Completed
O001848,C00380,2025-02-10,S01,Completed
O001849,C00474,2025-01-01,S05,Returned
O001850,C01104,2024-02-29,S06,Completed
O001851,C00697,2024-11-24,S06,Completed
O001852,C00911,2025-12-28,S04,Completed
O001853,C00960,2025-04-13,S01,Completed
O001854,C00478,2025-07-20,S03,Completed
O001855,C01004,2025-12-20,S10,Completed
O001856,C00926,2024-03-03,S04,Completed
O001857,C00707,2024-07-02,S04,Completed
O001858,C00854,2024-11-06,S04,Completed
O001859,C01138,2025-06-21,S05,Completed
O001860,C01017,2024-06-25,S09,Returned
O001861,C00754,2025-07-28,S04,Returned
O001862,C00503,2025-03-04,S09,Cancelled
O001863,C00817,2024-03-13,S09,Completed
O001864,C00588,2024-06-15,S01,Completed
O001865,C00708,2024-08-12,S05,Completed
O001866,C01068,2025-07-30,S09,Completed
O001867,C01108,2025-08-03,S04,Completed
O001868,C00207,2024-01-09,S05,Completed
O001869,C00151,2024-08-23,S04,Completed
O001870,C00668,2025-12-10,S02,Returned
O001871,C00528,2025-11-15,S10,Cancelled
O001872,C00165,2024-01-28,S02,Completed
O001873,C00917,2025-10-07,S02,Completed
O001874,C01169,2024-01-27,S01,Completed
O001875,C01010,2025-07-03,S03,Completed
O001876,C00037,2024-07-14,S10,Completed
O001877,C00333,2024-07-21,S01,Completed
O001878,C00403,2024-03-25,S04,Completed
O001879,C00414,2024-01-30,S01,Completed
O001880,C00045,2025-04-10,S04,Returned
O001881,C00206,2024-04-08,S03,Completed
O001882,C00062,2024-07-08,S09,Completed
O001883,C00420,2024-01-12,S01,Completed
O001884,C00868,2025-08-25,S08,Completed
O001885,C00820,2024-01-30,S09,Completed
O001886,C00019,2025-12-25,S07,Completed
O001887,C00365,2024-02-07,S01,Completed
O001888,C01031,2025-07-25,S04,Completed
O001889,C00428,2024-10-20,S10,Completed
O001890,C01141,2024-12-25,S01,Completed
O001891,C00580,2025-10-16,S04,Completed
O001892,C00546,2024-06-28,S03,Completed
O001893,C00325,2024-04-21,S02,Cancelled
O001894,C00055,2025-03-19,S01,Completed
O001895,C00778,2024-01-21,S06,Cancelled
O001896,C00992,2024-05-24,S07,Completed
O001897,C00042,2025-05-13,S06,Completed
O001898,C00231,2024-05-25,S09,Completed
O001899,C00453,2025-03-16,S09,Completed
O001900,C00394,2025-02-24,S02,Completed
O001901,C01152,2024-11-11,S02,Completed
O001902,C00691,2024-06-14,S09,Completed
O001903,C00392,2025-10-13,S01,Cancelled
O001904,C00604,2024-07-21,S05,Completed
O001905,C00881,2025-05-10,S01,Completed
O001906,C01102,2025-09-16,S07,Completed
O001907,C00085,2025-04-12,S09,Completed
O001908,C01054,2025-12-13,S06,Completed
O001909,C00049,2025-01-19,S02,Completed
O001910,C01169,2024-11-09,S06,Cancelled
O001911,C00069,2024-09-11,S09,Completed
O001912,C01082,2024-01-23,S03,Completed
O001913,C00697,2024-12-04,S09,Completed
O001914,C00479,2025-05-07,S08,Completed
O001915,C00820,2025-05-25,S07,Completed
O001916,C01195,2024-12-31,S08,Completed
O001917,C00147,2025-01-06,S10,Completed
O001918,C01016,2025-08-21,S06,Completed
O001919,C00609,2024-08-06,S03,Completed
O001920,C00446,2025-04-19,S07,Completed
O001921,C00221,2025-02-26,S04,Completed
O001922,C00095,2024-12-21,S10,Cancelled
O001923,C00262,2025-04-04,S05,Completed
O001924,C00897,2025-05-17,S08,Completed
O001925,C01095,2024-01-27,S07,Completed
O001926,C00219,2024-08-10,S07,Completed
O001927,C00092,2025-11-20,S08,Completed
O001928,C00127,2024-05-27,S10,Returned
O001929,C00080,2025-02-27,S03,Completed
O001930,C00983,2024-12-16,S03,Completed
O001931,C00916,2024-07-04,S02,Completed
O001932,C00486,2025-02-18,S01,Completed
O001933,C00694,2025-03-04,S10,Completed
O001934,C00025,2024-02-10,S06,Completed
O001935,C00156,2025-01-27,S06,Completed
O001936,C00632,2025-12-03,S10,Completed
O001937,C01081,2024-03-19,S08,Cancelled
O001938,C00019,2025-12-17,S06,Completed
O001939,C00237,2025-06-27,S06,Completed
O001940,C00277,2025-03-25,S01,Completed
O001941,C00745,2025-04-18,S07,Cancelled
O001942,C00552,2024-05-21,S07,Completed
O001943,C01177,2024-09-07,S10,Completed
O001944,C00639,2024-10-20,S09,Completed
O001945,C00237,2025-09-01,S07,Completed
O001946,C00998,2024-05-15,S08,Completed
O001947,C00055,2025-04-28,S04,Completed
O001948,C00684,2024-11-07,S09,Completed
O001949,C00109,2025-07-08,S01,Completed
O001950,C00373,2025-09-23,S08,Completed
O001951,C00973,2024-02-15,S03,Completed
O001952,C00201,2024-08-23,S01,Completed
O001953,C00849,2024-02-17,S02,Completed
O001954,C00509,2024-07-16,S06,Completed
O001955,C00275,2024-03-24,S05,Completed
O001956,C00211,2025-06-26,S03,Completed
O001957,C00504,2024-06-09,S09,Completed
O001958,C01142,2025-03-03,S08,Completed
O001959,C00703,2024-03-11,S03,Completed
O001960,C00042,2025-06-03,S02,Completed
O001961,C00315,2024-02-21,S08,Completed
O001962,C00788,2024-02-14,S05,Completed
O001963,C00329,2024-10-19,S09,Returned
O001964,C01041,2025-04-09,S01,Completed
O001965,C00283,2025-07-03,S10,Completed
O001966,C00943,2025-01-14,S03,Completed
O001967,C00258,2025-04-22,S05,Returned
O001968,C00575,2024-09-18,S02,Returned
O001969,C00574,2025-08-02,S03,Completed
O001970,C00612,2024-06-27,S04,Completed
O001971,C01043,2024-12-22,S04,Completed
O001972,C00837,2025-02-22,S09,Returned
O001973,C00423,2025-11-28,S01,Completed
O001974,C00758,2024-07-19,S09,Cancelled
O001975,C00763,2024-01-13,S09,Completed
O001976,C01105,2025-03-18,S06,Completed
O001977,C00424,2025-12-26,S01,Completed
O001978,C00429,2024-10-12,S06,Completed
O001979,C00204,2024-09-14,S08,Cancelled
O001980,C00196,2025-07-23,S05,Completed
O001981,C00728,2025-07-01,S05,Cancelled
O001982,C00285,2025-05-04,S01,Completed
O001983,C00196,2025-05-12,S01,Completed
O001984,C00307,2025-12-05,S08,Completed
O001985,C00014,2024-11-28,S05,Completed
O001986,C01170,2025-07-15,S08,Completed
O001987,C01081,2024-02-01,S10,Returned
O001988,C00723,2025-09-01,S02,Completed
O001989,C00780,2024-02-12,S04,Completed
O001990,C00529,2024-12-16,S10,Cancelled
O001991,C00798,2024-11-29,S09,Completed
O001992,C00344,2025-07-12,S03,Completed
O001993,C00209,2024-09-26,S06,Completed
O001994,C00641,2025-02-16,S07,Completed
O001995,C00252,2025-07-28,S03,Completed
O001996,C00271,2024-01-19,S01,Completed
O001997,C00920,2024-12-12,S02,Cancelled
O001998,C00419,2025-09-04,S10,Completed
O001999,C00795,2024-02-06,S07,Completed
O002000,C01100,2025-09-10,S07,Completed
O002001,C00725,2024-04-01,S01,Cancelled
O002002,C00433,2024-07-03,S10,Completed
O002003,C00109,2025-12-28,S07,Completed
O002004,C00641,2024-01-28,S10,Completed
O002005,C01071,2025-07-01,S06,Completed
O002006,C00379,2025-01-06,S06,Completed
O002007,C01120,2025-06-13,S07,Completed
O002008,C00958,2024-12-10,S07,Completed
O002009,C00103,2025-02-22,S01,Completed
O002010,C00892,2024-07-14,S10,Completed
O002011,C00854,2024-03-18,S05,Completed
O002012,C01170,2024-06-15,S08,Completed
O002013,C01051,2024-03-30,S08,Completed
O002014,C00530,2024-09-20,S03,Completed
O002015,C00679,2025-04-16,S03,Completed
O002016,C00989,2024-07-26,S07,Completed
O002017,C01106,2025-12-24,S04,Completed
O002018,C00428,2024-09-27,S06,Completed
O002019,C00822,2024-09-19,S09,Completed
O002020,C01186,2025-05-20,S10,Completed
O002021,C00932,2025-05-26,S02,Completed
O002022,C01062,2025-12-26,S02,Completed
O002023,C00511,2025-07-29,S06,Cancelled
O002024,C00393,2025-06-07,S03,Completed
O002025,C00713,2025-12-22,S01,Completed
O002026,C00494,2024-11-07,S02,Completed
O002027,C00547,2024-06-22,S07,Completed
O002028,C00594,2025-03-06,S04,Completed
O002029,C00389,2025-04-07,S02,Completed
O002030,C00158,2024-04-10,S08,Completed
O002031,C01028,2024-01-16,S04,Completed
O002032,C00167,2025-12-09,S04,Completed
O002033,C00960,2024-09-14,S02,Completed
O002034,C00409,2024-08-31,S01,Completed
O002035,C00194,2024-12-13,S01,Completed
O002036,C00235,2024-09-05,S03,Cancelled
O002037,C00718,2024-04-14,S06,Completed
O002038,C01174,2025-11-24,S07,Completed
O002039,C01183,2025-10-28,S09,Completed
O002040,C00816,2024-10-13,S05,Completed
O002041,C00404,2024-06-17,S09,Completed
O002042,C00893,2025-02-23,S08,Completed
O002043,C00678,2024-02-16,S01,Completed
O002044,C00068,2024-02-12,S03,Completed
O002045,C00088,2024-11-16,S08,Completed
O002046,C00217,2024-08-08,S09,Completed
O002047,C00001,2025-05-27,S04,Completed
O002048,C01159,2025-12-12,S06,Completed
O002049,C00140,2025-03-16,S04,Completed
O002050,C00618,2024-05-23,S09,Completed
O002051,C00133,2024-01-28,S02,Completed
O002052,C00178,2025-07-06,S06,Completed
O002053,C00810,2025-10-20,S03,Completed
O002054,C00380,2025-11-20,S10,Completed
O002055,C00908,2024-06-15,S04,Completed
O002056,C00658,2025-09-26,S02,Completed
O002057,C00450,2025-08-08,S08,Completed
O002058,C00586,2024-09-05,S10,Completed
O002059,C00463,2024-12-22,S08,Returned
O002060,C00990,2024-04-20,S01,Returned
O002061,C01132,2025-11-22,S10,Completed
O002062,C00122,2025-11-30,S06,Completed
O002063,C00017,2025-12-19,S01,Completed
O002064,C00327,2024-08-21,S06,Completed
O002065,C00318,2024-01-24,S07,Returned
O002066,C00809,2024-01-26,S02,Completed
O002067,C00503,2025-01-15,S09,Completed
O002068,C00119,2025-12-30,S08,Completed
O002069,C00710,2024-12-11,S09,Completed
O002070,C00045,2025-01-12,S10,Completed
O002071,C00314,2025-06-05,S04,Completed
O002072,C00418,2024-01-17,S04,Completed
O002073,C00556,2024-09-01,S08,Returned
O002074,C01102,2025-12-18,S01,Completed
O002075,C00326,2025-09-15,S08,Completed
O002076,C00515,2025-12-17,S07,Completed
O002077,C00214,2025-06-22,S07,Completed
O002078,C00074,2025-08-05,S09,Completed
O002079,C00509,2025-11-18,S10,Completed
O002080,C00332,2024-07-20,S07,Completed
O002081,C01117,2024-09-04,S02,Completed
O002082,C00688,2024-04-27,S01,Completed
O002083,C00657,2024-01-09,S01,Completed
O002084,C01028,2025-08-20,S07,Completed
O002085,C01162,2024-01-23,S05,Completed
O002086,C00600,2024-08-27,S04,Completed
O002087,C01076,2025-08-07,S05,Completed
O002088,C00325,2024-01-27,S10,Completed
O002089,C00992,2024-03-21,S10,Completed
O002090,C00717,2025-08-18,S06,Completed
O002091,C00723,2024-07-17,S10,Completed
O002092,C00277,2025-07-08,S06,Completed
O002093,C00536,2024-04-01,S01,Completed
O002094,C00152,2024-03-24,S02,Completed
O002095,C00955,2024-10-26,S03,Completed
O002096,C00259,2024-10-22,S04,Completed
O002097,C00324,2025-10-08,S06,Cancelled
O002098,C01017,2025-03-29,S09,Completed
O002099,C00869,2024-10-07,S02,Completed
O002100,C01192,2024-02-28,S08,Cancelled
O002101,C00688,2024-12-07,S09,Completed
O002102,C00310,2025-04-09,S02,Completed
O002103,C00803,2024-12-07,S09,Returned
O002104,C01080,2025-09-01,S07,Completed
O002105,C00620,2024-03-02,S09,Completed
O002106,C00473,2025-09-16,S06,Completed
O002107,C00461,2025-03-04,S02,Completed
O002108,C00814,2025-10-19,S08,Completed
O002109,C00846,2025-12-28,S10,Completed
O002110,C01165,2024-09-12,S09,Completed
O002111,C00667,2025-12-06,S08,Cancelled
O002112,C00262,2024-12-12,S02,Completed
O002113,C00355,2025-06-09,S08,Completed
O002114,C00770,2024-10-30,S03,Completed
O002115,C00180,2025-09-06,S03,Completed
O002116,C00066,2024-09-01,S09,Completed
O002117,C00820,2025-02-15,S09,Completed
O002118,C00171,2024-08-04,S09,Completed
O002119,C00474,2025-05-30,S04,Completed
O002120,C00534,2025-04-18,S07,Completed
O002121,C01131,2024-02-05,S08,Completed
O002122,C00439,2024-06-26,S05,Completed
O002123,C00835,2025-01-21,S01,Completed
O002124,C00227,2024-01-17,S09,Completed
O002125,C00442,2025-12-11,S06,Completed
O002126,C00396,2024-02-17,S03,Completed
O002127,C00728,2024-03-02,S03,Cancelled
O002128,C00084,2024-03-09,S10,Completed
O002129,C01037,2025-10-20,S01,Completed
O002130,C00693,2024-12-31,S08,Completed
O002131,C00493,2024-06-10,S02,Completed
O002132,C01144,2025-05-02,S01,Completed
O002133,C00970,2025-03-06,S07,Completed
O002134,C00353,2025-05-03,S09,Completed
O002135,C01081,2024-08-17,S06,Completed
O002136,C00040,2025-01-04,S08,Completed
O002137,C00640,2024-06-26,S08,Completed
O002138,C00173,2025-02-13,S09,Completed
O002139,C00259,2025-07-21,S07,Completed
O002140,C00517,2025-08-12,S09,Completed
O002141,C00730,2024-09-26,S09,Completed
O002142,C00523,2024-07-24,S01,Completed
O002143,C00839,2024-03-22,S06,Completed
O002144,C00117,2024-07-11,S08,Completed
O002145,C00184,2025-09-09,S10,Completed
O002146,C01140,2024-07-07,S09,Completed
O002147,C00162,2024-10-02,S04,Cancelled
O002148,C00543,2024-03-14,S02,Completed
O002149,C00839,2024-01-10,S09,Completed
O002150,C01090,2025-09-26,S09,Completed
O002151,C01094,2024-08-03,S08,Completed
O002152,C00447,2024-10-16,S03,Completed
O002153,C00416,2025-03-20,S05,Returned
O002154,C00532,2025-07-05,S02,Completed
O002155,C00441,2024-07-11,S03,Completed
O002156,C00738,2025-09-30,S01,Completed
O002157,C00464,2024-10-15,S04,Completed
O002158,C00396,2025-08-05,S05,Completed
O002159,C00711,2025-10-10,S02,Completed
O002160,C00395,2024-05-23,S03,Completed
O002161,C00326,2025-01-23,S06,Completed
O002162,C01115,2025-02-10,S06,Completed
O002163,C00750,2025-01-04,S07,Completed
O002164,C01094,2025-03-16,S09,Completed
O002165,C01190,2025-10-12,S04,Returned
O002166,C00642,2025-07-17,S05,Completed
O002167,C00214,2025-06-12,S02,Completed
O002168,C00369,2025-11-07,S06,Cancelled
O002169,C00049,2024-01-13,S04,Completed
O002170,C01076,2025-12-02,S05,Completed
O002171,C00133,2024-12-05,S07,Completed
O002172,C00999,2024-11-07,S06,Completed
O002173,C00786,2024-04-13,S08,Completed
O002174,C01190,2024-12-04,S06,Completed
O002175,C00373,2024-07-16,S10,Returned
O002176,C00479,2024-10-26,S08,Completed
O002177,C00832,2025-03-19,S04,Completed
O002178,C00650,2024-12-24,S07,Completed
O002179,C00682,2025-01-02,S03,Completed
O002180,C00688,2024-06-17,S01,Completed
O002181,C00082,2024-05-28,S09,Completed
O002182,C00087,2024-02-11,S09,Completed
O002183,C00225,2024-07-20,S06,Completed
O002184,C00016,2024-08-31,S02,Completed
O002185,C00822,2025-10-30,S08,Completed
O002186,C00163,2025-04-08,S10,Completed
O002187,C00514,2025-03-24,S06,Cancelled
O002188,C00350,2025-03-12,S07,Completed
O002189,C00681,2025-06-14,S01,Completed
O002190,C01116,2025-07-18,S03,Completed
O002191,C00181,2025-08-19,S01,Returned
O002192,C00743,2024-09-29,S10,Completed
O002193,C00660,2025-03-05,S01,Completed
O002194,C00493,2024-07-31,S01,Completed
O002195,C00923,2024-04-13,S04,Completed
O002196,C00128,2024-07-10,S07,Completed
O002197,C00565,2025-11-19,S07,Completed
O002198,C00550,2025-10-20,S05,Completed
O002199,C00453,2025-01-14,S06,Completed
O002200,C00471,2024-03-21,S02,Completed
O002201,C00988,2025-12-05,S05,Completed
O002202,C00738,2025-07-02,S07,Completed
O002203,C00224,2025-01-11,S09,Completed
O002204,C00154,2024-06-02,S06,Completed
O002205,C00560,2025-10-03,S10,Completed
O002206,C00351,2025-07-24,S04,Cancelled
O002207,C01171,2024-08-27,S03,Completed
O002208,C00349,2025-01-08,S09,Completed
O002209,C00182,2024-07-22,S07,Completed
O002210,C00637,2025-09-02,S06,Completed
O002211,C01018,2024-12-15,S07,Completed
O002212,C00179,2025-11-18,S08,Completed
O002213,C01063,2024-05-22,S05,Completed
O002214,C00772,2024-07-07,S03,Completed
O002215,C00894,2024-09-28,S03,Completed
O002216,C01027,2025-06-15,S02,Completed
O002217,C01016,2024-10-26,S08,Completed
O002218,C00064,2025-03-01,S01,Completed
O002219,C00029,2024-02-15,S08,Completed
O002220,C00372,2024-04-04,S03,Completed
O002221,C00097,2024-03-04,S09,Completed
O002222,C00993,2025-02-16,S02,Completed
O002223,C00021,2025-10-04,S10,Completed
O002224,C00735,2024-01-09,S09,Completed
O002225,C01126,2025-04-03,S06,Completed
O002226,C01070,2025-12-15,S01,Completed
O002227,C00066,2025-02-12,S05,Completed
O002228,C00603,2025-04-14,S10,Completed
O002229,C01188,2025-05-20,S09,Completed
O002230,C01135,2025-11-16,S06,Completed
O002231,C00338,2024-03-13,S07,Completed
O002232,C00123,2024-03-24,S04,Completed
O002233,C00447,2024-02-28,S01,Completed
O002234,C00611,2024-01-21,S05,Returned
O002235,C00671,2025-04-02,S02,Cancelled
O002236,C00615,2024-06-05,S08,Completed
O002237,C00897,2024-11-24,S04,Completed
O002238,C00281,2025-07-26,S01,Completed
O002239,C01067,2025-07-29,S10,Completed
O002240,C00596,2025-11-10,S07,Completed
O002241,C00703,2024-07-21,S02,Completed
O002242,C01075,2025-10-02,S03,Returned
O002243,C00210,2024-04-15,S09,Completed
O002244,C00126,2024-05-01,S09,Completed
O002245,C00492,2024-11-13,S02,Completed
O002246,C00960,2024-06-30,S03,Completed
O002247,C00970,2025-09-06,S09,Completed
O002248,C00581,2024-11-11,S01,Completed
O002249,C00777,2025-09-16,S02,Completed
O002250,C00258,2025-02-09,S02,Completed
O002251,C00230,2024-03-10,S10,Completed
O002252,C00189,2024-06-08,S03,Completed
O002253,C00010,2024-08-27,S10,Completed
O002254,C01138,2025-06-06,S03,Completed
O002255,C01100,2024-05-17,S10,Completed
O002256,C00676,2025-05-09,S02,Completed
O002257,C00502,2025-11-09,S08,Completed
O002258,C00085,2024-09-03,S08,Completed
O002259,C00049,2025-06-26,S08,Completed
O002260,C00838,2025-06-07,S02,Completed
O002261,C01008,2024-08-30,S09,Completed
O002262,C00689,2025-09-11,S07,Cancelled
O002263,C00387,2024-12-01,S05,Cancelled
O002264,C00970,2025-02-25,S07,Completed
O002265,C01006,2024-07-12,S08,Completed
O002266,C00218,2024-11-03,S09,Completed
O002267,C01005,2025-10-06,S02,Completed
O002268,C00255,2025-05-20,S06,Completed
O002269,C00236,2024-10-07,S09,Completed
O002270,C01050,2025-11-05,S06,Completed
O002271,C00271,2025-03-14,S02,Completed
O002272,C00123,2025-12-15,S01,Completed
O002273,C00656,2025-08-30,S03,Completed
O002274,C00259,2025-04-27,S05,Completed
O002275,C00948,2024-08-10,S07,Completed
O002276,C00047,2024-04-26,S10,Returned
O002277,C00863,2024-07-10,S10,Completed
O002278,C00525,2025-09-09,S03,Completed
O002279,C00888,2025-05-30,S09,Cancelled
O002280,C00208,2025-06-13,S10,Completed
O002281,C00747,2024-11-02,S04,Completed
O002282,C00149,2025-06-15,S10,Completed
O002283,C00438,2024-05-01,S02,Completed
O002284,C00155,2025-10-10,S03,Completed
O002285,C01114,2025-08-14,S05,Returned
O002286,C00358,2024-06-02,S03,Completed
O002287,C01198,2025-06-20,S05,Completed
O002288,C00456,2025-03-27,S04,Completed
O002289,C00776,2024-06-17,S10,Completed
O002290,C00629,2024-02-28,S03,Completed
O002291,C00832,2024-10-27,S06,Completed
O002292,C00486,2025-07-06,S08,Completed
O002293,C00533,2025-07-03,S04,Completed
O002294,C00200,2024-04-26,S09,Completed
O002295,C00371,2024-05-06,S06,Completed
O002296,C01014,2025-02-08,S05,Completed
O002297,C00853,2025-02-02,S03,Completed
O002298,C00248,2025-05-29,S05,Completed
O002299,C00788,2025-05-12,S05,Completed
O002300,C00264,2025-06-11,S04,Completed
O002301,C01082,2025-02-01,S06,Completed
O002302,C00031,2024-09-21,S03,Cancelled
O002303,C00605,2024-09-19,S10,Completed
O002304,C00502,2025-02-01,S01,Completed
O002305,C01108,2025-10-07,S07,Completed
O002306,C00886,2025-12-25,S07,Completed
O002307,C00549,2025-06-10,S04,Returned
O002308,C00839,2025-03-11,S09,Completed
O002309,C01117,2024-12-25,S02,Completed
O002310,C00848,2024-05-08,S01,Completed
O002311,C00614,2025-09-25,S03,Completed
O002312,C00412,2024-08-28,S07,Completed
O002313,C00432,2025-09-18,S09,Completed
O002314,C00678,2025-12-09,S02,Completed
O002315,C00159,2024-08-09,S06,Completed
O002316,C00014,2024-08-01,S03,Completed
O002317,C00373,2025-08-14,S05,Completed
O002318,C00225,2024-05-14,S09,Completed
O002319,C01097,2025-01-20,S03,Completed
O002320,C00511,2024-10-29,S01,Completed
O002321,C00603,2024-10-13,S05,Completed
O002322,C00216,2025-07-15,S01,Completed
O002323,C00988,2024-07-07,S08,Completed
O002324,C00840,2024-10-23,S07,Completed
O002325,C00727,2025-06-09,S02,Cancelled
O002326,C00554,2025-01-23,S09,Completed
O002327,C01066,2025-04-03,S05,Completed
O002328,C00676,2024-09-17,S07,Completed
O002329,C00873,2025-12-04,S04,Returned
O002330,C00283,2025-12-15,S01,Completed
O002331,C01082,2024-04-22,S08,Completed
O002332,C00834,2024-02-05,S01,Completed
O002333,C00537,2024-03-19,S03,Completed
O002334,C01097,2024-10-01,S06,Completed
O002335,C00923,2024-10-04,S08,Completed
O002336,C01153,2025-11-04,S08,Completed
O002337,C00842,2024-11-07,S02,Completed
O002338,C00948,2025-06-12,S09,Completed
O002339,C00665,2024-07-22,S04,Completed
O002340,C01149,2024-01-17,S04,Returned
O002341,C00067,2025-12-14,S02,Completed
O002342,C00006,2025-04-20,S01,Completed
O002343,C00637,2025-05-25,S10,Returned
O002344,C00314,2024-07-28,S07,Cancelled
O002345,C00565,2025-05-13,S10,Completed
O002346,C00826,2025-02-05,S03,Cancelled
O002347,C00506,2025-03-04,S04,Completed
O002348,C01106,2024-03-18,S09,Completed
O002349,C01026,2025-07-21,S06,Completed
O002350,C00204,2024-03-20,S01,Completed
O002351,C00662,2024-11-01,S09,Completed
O002352,C00805,2024-02-27,S09,Completed
O002353,C00404,2025-06-13,S05,Completed
O002354,C01127,2024-07-26,S08,Completed
O002355,C00536,2025-05-25,S07,Completed
O002356,C00577,2024-05-14,S08,Completed
O002357,C00763,2025-06-05,S09,Completed
O002358,C00117,2025-08-03,S02,Completed
O002359,C00628,2024-03-23,S10,Completed
O002360,C00749,2025-09-12,S05,Completed
O002361,C00105,2024-02-13,S08,Completed
O002362,C00495,2025-04-27,S03,Completed
O002363,C00046,2025-10-05,S06,Completed
O002364,C00823,2025-05-07,S06,Returned
O002365,C00982,2025-05-13,S07,Completed
O002366,C00960,2024-01-18,S03,Completed
O002367,C00845,2025-08-27,S08,Completed
O002368,C00449,2024-10-20,S08,Completed
O002369,C00536,2024-05-27,S09,Cancelled
O002370,C00511,2025-04-16,S08,Completed
O002371,C00540,2024-06-20,S03,Completed
O002372,C00016,2025-07-16,S06,Completed
O002373,C00243,2025-06-14,S09,Completed
O002374,C00912,2024-04-29,S01,Completed
O002375,C00761,2024-03-06,S03,Completed
