order_item_id,order_id,product_id,quantity,discount
LI001944,O004943,P0100,2.0,0.224
LI001945,O000163,P0091,3.0,0.11
LI001946,O000116,P0011,2.0,0.213
LI001947,O005199,P0063,3.0,0.07
LI001948,O001471,P0106,5.0,0.222
LI001949,O006003,P0049,5.0,0.159
LI001950,O003080,P0037,2.0,0.049
LI001951,O005143,P0106,5.0,0.197
LI001952,O003853,P0010,4.0,0.228
LI001953,O002839,P0054,1.0,0.143
LI001954,O000543,P0007,3.0,0.19
LI001955,O000414,P0081,5.0,0.199
LI001956,O000682,P0116,3.0,0.197
LI001957,O000642,P0012,2.0,0.114
LI001958,O003979,P0101,4.0,0.185
LI001959,O001433,P0101,3.0,0.137
LI001960,O000669,P0055,5.0,0.104
LI001961,O002070,P0036,1.0,0.041
LI001962,O000969,P0007,4.0,0.227
LI001963,O005801,P0024,2.0,0.104
LI001964,O001181,P0034,5.0,0.06
LI001965,O006474,P0065,4.0,0.061
LI001966,O005142,P0029,5.0,0.061
LI001967,O005592,P0026,2.0,0.001
LI001968,O005384,P0074,2.0,0.11
LI001969,O005895,P0065,1.0,0.223
LI001970,O004820,P0045,4.0,0.006
LI001971,O003236,P0017,1.0,0.239
LI001972,O005256,P0105,1.0,0.045
LI001973,O000252,P0036,1.0,0.18
LI001974,O004301,P0073,3.0,0.196
LI001975,O005976,P0103,2.0,0.184
LI001976,O002880,P0063,1.0,0.085
LI001977,O003999,P0023,3.0,0.176
LI001978,O000791,P0093,3.0,0.118
LI001979,O005181,P0066,3.0,0.038
LI001980,O004561,P0082,1.0,0.05
LI001981,O005938,P0092,3.0,0.007
LI001982,O005422,P0117,1.0,0.083
LI001983,O001496,P0111,4.0,0.182
LI001984,O004490,P0042,2.0,0.242
LI001985,O005727,P0113,5.0,0.033
LI001986,O006125,P0071,1.0,0.088
LI001987,O003069,P0075,2.0,0.045
LI001988,O002708,P0071,1.0,0.19
LI001989,O005008,P0043,4.0,0.23
LI001990,O005379,P0088,2.0,0.029
LI001991,O002578,P0055,2.0,0.226
LI001992,O005307,P0056,3.0,0.068
LI001993,O001236,P0079,1.0,0.056
LI001994,O001059,P0031,1.0,0.014
LI001995,O001171,P0115,5.0,0.02
LI001996,O003619,P0083,3.0,0.017
LI001997,O003660,P0056,3.0,0.112
LI001998,O003656,P0074,5.0,0.165
LI001999,O005369,P0048,3.0,0.046
LI002000,O000057,P0052,3.0,0.054
LI002001,O001893,P0072,4.0,0.043
LI002002,O002570,P0001,2.0,0.202
LI002003,O005845,P0002,5.0,0.034
LI002004,O004081,P0093,4.0,0.018
LI002005,O004457,P0042,4.0,0.009
LI002006,O006378,P0074,4.0,0.01
LI002007,O001949,P0106,3.0,0.137
LI002008,O000223,P0009,5.0,0.023
LI002009,O001640,P0114,3.0,0.056
LI002010,O004423,P0031,3.0,0.208
LI002011,O005218,P0096,4.0,0.242
LI002012,O005346,P0002,1.0,0.215
LI002013,O001758,P0024,5.0,0.24
LI002014,O000836,P0101,5.0,0.168
LI002015,O002537,P0117,4.0,0.247
LI002016,O002526,P0043,4.0,0.124
LI002017,O000985,P0070,2.0,0.199
LI002018,O001358,P0072,4.0,0.243
LI002019,O004888,P0104,3.0,0.177
LI002020,O005983,P0089,4.0,0.239
LI002021,O003061,P0106,5.0,0.063
LI002022,O004478,P0043,1.0,0.075
LI002023,O001447,P0051,1.0,0.099
LI002024,O001372,P0089,3.0,0.116
LI002025,O003225,P0046,1.0,0.224
LI002026,O001875,P0075,4.0,0.222
LI002027,O002500,P0099,1.0,0.164
LI002028,O003362,P0001,4.0,0.058
LI002029,O006105,P0117,2.0,0.06
LI002030,O001143,P0087,5.0,0.158
LI002031,O004310,P0067,3.0,0.126
LI002032,O000565,P0105,2.0,0.065
LI002033,O004828,P0001,1.0,0.042
LI002034,O004535,P0118,3.0,0.181
LI002035,O001589,P0063,4.0,0.203
LI002036,O003986,P0108,2.0,0.065
LI002037,O004725,P0076,5.0,0.106
LI002038,O004999,P0102,5.0,0.178
LI002039,O001471,P0062,2.0,0.117
LI002040,O003915,P0061,2.0,0.24
LI002041,O003114,P0040,2.0,0.032
LI002042,O004491,P0095,1.0,0.214
LI002043,O004343,P0029,5.0,0.077
LI002044,O003363,P0035,5.0,0.172
LI002045,O006392,P0092,1.0,0.063
LI002046,O001637,P0085,3.0,0.242
LI002047,O002913,P0011,5.0,0.013
LI002048,O001473,P0090,3.0,0.128
LI002049,O006228,P0011,3.0,0.228
LI002050,O001245,P0063,3.0,0.117
LI002051,O003738,P0069,5.0,0.21
LI002052,O002099,P0056,4.0,0.237
LI002053,O002598,P0007,3.0,0.017
LI002054,O005077,P0051,4.0,0.122
LI002055,O005307,P0095,1.0,0.172
LI002056,O005645,P0039,4.0,0.208
LI002057,O002513,P0042,4.0,0.041
LI002058,O004515,P0072,2.0,0.142
LI002059,O006231,P0053,3.0,0.041
LI002060,O000259,P0091,5.0,0.189
LI002061,O002359,P0021,2.0,0.071
LI002062,O006317,P0030,4.0,0.067
LI002063,O003394,P0078,1.0,0.192
LI002064,O003779,P0001,5.0,0.211
LI002065,O003412,P0109,1.0,0.086
LI002066,O005616,P0024,4.0,0.125
LI002067,O001269,P0006,1.0,0.173
LI002068,O000940,P0006,2.0,0.186
LI002069,O002377,P0117,1.0,0.193
LI002070,O003952,P0069,2.0,0.098
LI002071,O000196,P0062,3.0,0.134
LI002072,O004158,P0035,5.0,0.027
LI002073,O003097,P0108,1.0,0.237
LI002074,O003636,P0079,2.0,0.175
LI002075,O000562,P0035,4.0,0.094
LI002076,O003450,P0048,4.0,0.097
LI002077,O003367,P0114,2.0,0.023
LI002078,O003124,P0105,5.0,0.114
LI002079,O002892,P0072,3.0,0.168
LI002080,O000040,P0043,3.0,0.238
LI002081,O001768,P0035,5.0,0.162
LI002082,O006134,P0005,1.0,0.163
LI002083,O002505,P0031,2.0,0.197
LI002084,O005972,P0106,3.0,0.127
LI002085,O000788,P0031,5.0,0.008
LI002086,O001877,P0101,3.0,0.222
LI002087,O004098,P0008,3.0,0.101
LI002088,O001493,P0006,1.0,0.246
LI002089,O001130,P0087,3.0,0.102
LI002090,O002264,P0053,2.0,0.167
LI002091,O004873,P0080,5.0,0.115
LI002092,O005879,P0044,1.0,0.058
LI002093,O004510,P0049,1.0,0.233
LI002094,O004022,P0008,5.0,0.157
LI002095,O004306,P0064,2.0,0.113
LI002096,O006060,P0004,3.0,0.036
LI002097,O006187,P0032,3.0,0.25
LI002098,O002186,P0053,2.0,0.224
LI002099,O001645,P0113,4.0,0.106
LI002100,O003561,P0067,5.0,0.043
LI002101,O005680,P0063,2.0,0.007
LI002102,O002686,P0114,3.0,0.038
LI002103,O004822,P0080,5.0,0.134
LI002104,O001413,P0060,5.0,0.204
LI002105,O001222,P0098,3.0,0.091
LI002106,O002250,P0077,2.0,0.108
LI002107,O002240,P0033,4.0,0.118
LI002108,O004203,P0022,5.0,0.004
LI002109,O004423,P0031,5.0,0.044
LI002110,O000644,P0024,5.0,0.125
LI002111,O004453,P0003,2.0,0.07
LI002112,O002549,P0033,5.0,0.131
LI002113,O005404,P0094,3.0,0.027
LI002114,O004604,P0026,3.0,0.201
LI002115,O003806,P0098,1.0,0.196
LI002116,O006250,P0051,5.0,0.167
LI002117,O005186,P0086,4.0,0.133
LI002118,O004291,P0030,1.0,0.097
LI002119,O005308,P0035,5.0,0.171
LI002120,O004143,P0025,5.0,0.195
LI002121,O001386,P0028,2.0,0.202
LI002122,O002585,P0097,2.0,0.087
LI002123,O001602,P0087,3.0,0.048
LI002124,O005607,P0026,1.0,0.085
LI002125,O004943,P0120,1.0,0.002
LI002126,O005699,P0073,1.0,0.106
LI002127,O004805,P0008,3.0,0.068
LI002128,O003318,P0101,4.0,0.198
LI002129,O000808,P0097,4.0,0.169
LI002130,O002660,P0015,4.0,0.006
LI002131,O000115,P0049,1.0,0.036
LI002132,O002728,P0111,5.0,0.136
LI002133,O004727,P0008,1.0,0.155
LI002134,O002267,P0055,5.0,0.192
LI002135,O004293,P0085,2.0,0.242
LI002136,O004497,P0058,3.0,0.175
LI002137,O003902,P0003,4.0,0.136
LI002138,O002729,P0009,1.0,0.104
LI002139,O006136,P0116,1.0,0.185
LI002140,O004172,P0014,2.0,0.234
LI002141,O001450,P0102,5.0,0.106
LI002142,O004383,P0091,4.0,0.146
LI002143,O001569,P0020,3.0,0.052
LI002144,O001323,P0004,5.0,0.214
LI002145,O000861,P0024,5.0,0.178
LI002146,O000742,P0091,4.0,0.089
LI002147,O001731,P0076,3.0,0.219
LI002148,O006438,P0028,4.0,0.243
LI002149,O004905,P0099,4.0,0.072
LI002150,O002934,P0088,1.0,0.047
LI002151,O003519,P0031,3.0,0.208
LI002152,O006056,P0067,5.0,0.146
LI002153,O004510,P0094,4.0,0.221
LI002154,O004527,P0064,2.0,0.087
LI002155,O005910,P0091,3.0,0.145
LI002156,O005350,P0117,2.0,0.144
LI002157,O003168,P0017,5.0,0.047
LI002158,O001919,P0006,3.0,0.248
LI002159,O002219,P0111,1.0,0.166
LI002160,O001341,P0107,3.0,0.166
LI002161,O004640,P0082,5.0,0.074
LI002162,O001515,P0060,1.0,0.163
LI002163,O001412,P0099,5.0,0.208
LI002164,O003037,P0091,3.0,0.203
LI002165,O004168,P0081,5.0,0.23
LI002166,O001023,P0011,3.0,0.037
LI002167,O004628,P0038,1.0,0.046
LI002168,O002287,P0101,3.0,0.178
LI002169,O002759,P0106,5.0,0.202
LI002170,O004673,P0034,5.0,0.169
LI002171,O003772,P0047,5.0,0.036
LI002172,O001113,P0032,2.0,0.149
LI002173,O001946,P0107,2.0,0.187
LI002174,O004809,P0120,2.0,0.034
LI002175,O001559,P0057,4.0,0.014
LI002176,O003880,P0046,3.0,0.064
LI002177,O000642,P0110,2.0,0.023
LI002178,O002238,P0035,5.0,0.037
LI002179,O004908,P0092,5.0,0.051
LI002180,O003487,P0118,2.0,0.133
LI002181,O003226,P0022,2.0,0.039
LI002182,O001015,P0016,5.0,0.151
LI002183,O005459,P0110,2.0,0.073
LI002184,O002022,P0106,4.0,0.078
LI002185,O002677,P0118,4.0,0.242
LI002186,O001541,P0104,4.0,0.201
LI002187,O002937,P0076,1.0,0.106
LI002188,O005958,P0005,4.0,0.112
LI002189,O003107,P0090,5.0,0.029
LI002190,O000784,P0026,1.0,0.211
LI002191,O000671,P0077,5.0,0.001
LI002192,O002770,P0024,5.0,0.036
LI002193,O002574,P0108,2.0,0.134
LI002194,O002585,P0067,3.0,0.047
LI002195,O004943,P0032,4.0,0.158
LI002196,O005338,P0023,3.0,0.001
LI002197,O001278,P0049,3.0,0.025
LI002198,O003044,P0116,2.0,0.191
LI002199,O003173,P0101,3.0,0.144
LI002200,O005481,P0119,4.0,0.005
LI002201,O005861,P0062,1.0,0.051
LI002202,O003783,P0102,5.0,0.06
LI002203,O000178,P0109,4.0,0.212
LI002204,O000276,P0102,2.0,0.146
LI002205,O002360,P0077,1.0,0.135
LI002206,O005762,P0079,2.0,0.022
LI002207,O003482,P0066,4.0,0.164
LI002208,O004887,P0011,5.0,0.039
LI002209,O003360,P0080,3.0,0.13
LI002210,O005773,P0018,3.0,0.148
LI002211,O001425,P0098,2.0,0.21
LI002212,O005337,P0010,1.0,0.202
LI002213,O004123,P0077,5.0,0.048
LI002214,O002961,P0096,2.0,0.229
LI002215,O002470,P0060,5.0,0.001
LI002216,O003086,P0008,2.0,0.083
LI002217,O002373,P0071,1.0,0.017
LI002218,O004069,P0048,4.0,0.18
LI002219,O005444,P0081,3.0,0.125
LI002220,O001591,P0041,5.0,0.044
LI002221,O005823,P0091,5.0,0.021
LI002222,O004381,P0008,1.0,0.057
LI002223,O001113,P0093,5.0,0.23
LI002224,O001069,P0116,4.0,0.169
LI002225,O002546,P0037,4.0,0.061
LI002226,O005008,P0091,1.0,0.223
LI002227,O003650,P0037,2.0,0.034
LI002228,O001815,P0064,2.0,0.172
LI002229,O003908,P0059,5.0,0.106
LI002230,O003732,P0088,5.0,0.067
LI002231,O002193,P0045,1.0,0.066
LI002232,O000082,P0016,4.0,0.125
LI002233,O005076,P0026,1.0,0.233
LI002234,O003707,P0118,2.0,0.186
LI002235,O005287,P0031,4.0,0.166
LI002236,O005869,P0027,5.0,0.219
LI002237,O003177,P0090,2.0,0.143
LI002238,O001826,P0043,3.0,0.048
LI002239,O005870,P0015,2.0,0.244
LI002240,O005430,P0058,4.0,0.134
LI002241,O006104,P0049,4.0,0.079
LI002242,O000082,P0079,1.0,0.195
LI002243,O000094,P0087,4.0,0.116
LI002244,O005441,P0025,3.0,0.003
LI002245,O000343,P0108,3.0,0.08
LI002246,O002409,P0068,4.0,0.114
LI002247,O001855,P0036,5.0,0.093
LI002248,O004000,P0117,4.0,0.138
LI002249,O001090,P0080,5.0,0.046
LI002250,O000624,P0047,4.0,0.143
LI002251,O000868,P0104,2.0,0.247
LI002252,O002477,P0059,4.0,0.188
LI002253,O003473,P0085,2.0,0.171
LI002254,O000171,P0052,5.0,0.05
LI002255,O001783,P0040,4.0,0.145
LI002256,O000578,P0043,5.0,0.205
LI002257,O000068,P0117,3.0,0.06
LI002258,O001516,P0056,1.0,0.022
LI002259,O005154,P0081,5.0,0.165
LI002260,O000001,P0003,2.0,0.168
LI002261,O002199,P0071,1.0,0.201
LI002262,O000902,P0012,4.0,0.157
LI002263,O005904,P0065,2.0,0.212
LI002264,O006402,P0043,1.0,0.067
LI002265,O004846,P0101,1.0,0.009
LI002266,O000795,P0070,5.0,0.183
LI002267,O002067,P0046,4.0,0.096
LI002268,O001820,P0060,4.0,0.052
LI002269,O006179,P0061,4.0,0.013
LI002270,O000371,P0049,5.0,0.189
LI002271,O002539,P0087,5.0,0.207
LI002272,O003908,P0025,4.0,0.097
LI002273,O002055,P0089,1.0,0.221
LI002274,O002597,P0003,4.0,0.104
LI002275,O004467,P0068,5.0,0.238
LI002276,O001689,P0063,4.0,0.246
LI002277,O004853,P0030,5.0,0.204
LI002278,O003322,P0097,4.0,0.064
LI002279,O001139,P0093,1.0,0.092
LI002280,O005457,P0004,1.0,0.133
LI002281,O002622,P0078,5.0,0.082
LI002282,O002729,P0085,5.0,0.205
LI002283,O001166,P0071,2.0,0.232
LI002284,O001509,P0021,3.0,0.246
LI002285,O005558,P0120,2.0,0.084
LI002286,O003842,P0071,5.0,0.068
LI002287,O006232,P0001,5.0,0.04
LI002288,O004559,P0060,4.0,0.012
LI002289,O004577,P0034,2.0,0.044
LI002290,O004919,P0087,3.0,0.071
LI002291,O000524,P0003,2.0,0.098
LI002292,O002259,P0018,1.0,0.027
LI002293,O004340,P0043,1.0,0.205
LI002294,O000239,P0076,2.0,0.155
LI002295,O001221,P0078,2.0,0.141
LI002296,O000769,P0041,5.0,0.136
LI002297,O000235,P0092,4.0,0.072
LI002298,O006331,P0106,1.0,0.234
LI002299,O002761,P0109,3.0,0.058
LI002300,O004593,P0024,4.0,0.167
LI002301,O001520,P0024,2.0,0.063
LI002302,O001904,P0003,1.0,0.247
LI002303,O002235,P0059,2.0,0.228
LI002304,O005731,P0058,1.0,0.066
LI002305,O000936,P0073,3.0,0.247
LI002306,O001269,P0024,4.0,0.156
LI002307,O006457,P0066,3.0,0.182
LI002308,O000819,P0119,3.0,0.071
LI002309,O003568,P0040,4.0,0.054
LI002310,O004118,P0092,4.0,0.215
LI002311,O002116,P0071,3.0,0.069
LI002312,O002440,P0009,2.0,0.229
LI002313,O003388,P0109,4.0,0.092
LI002314,O001089,P0103,3.0,0.002
LI002315,O001828,P0060,3.0,0.148
LI002316,O006087,P0039,3.0,0.088
LI002317,O004825,P0033,2.0,0.244
LI002318,O002589,P0034,5.0,0.097
LI002319,O002616,P0062,5.0,0.079
LI002320,O001874,P0085,4.0,0.142
LI002321,O004308,P0061,5.0,0.182
LI002322,O001774,P0093,1.0,0.242
LI002323,O000200,P0027,4.0,0.017
LI002324,O005083,P0017,4.0,0.105
LI002325,O000178,P0060,3.0,0.166
LI002326,O005543,P0042,1.0,0.001
LI002327,O000931,P0047,5.0,0.122
LI002328,O003737,P0112,4.0,0.202
LI002329,O002037,P0087,1.0,0.013
LI002330,O001486,P0053,2.0,0.085
LI002331,O002092,P0109,2.0,0.1
LI002332,O005551,P0021,3.0,0.179
LI002333,O004264,P0008,1.0,0.074
LI002334,O006431,P0073,4.0,0.062
LI002335,O002385,P0097,2.0,0.029
LI002336,O004089,P0058,2.0,0.249
LI002337,O004682,P0068,5.0,0.118
LI002338,O001916,P0063,5.0,0.012
LI002339,O006327,P0059,1.0,0.019
LI002340,O000016,P0082,5.0,0.032
LI002341,O005700,P0096,1.0,0.053
LI002342,O002935,P0030,4.0,0.185
LI002343,O000837,P0025,4.0,0.14
LI002344,O002158,P0097,4.0,0.194
LI002345,O001577,P0099,5.0,0.005
LI002346,O000306,P0106,5.0,0.066
LI002347,O002054,P0056,3.0,0.101
LI002348,O002891,P0034,2.0,0.107
LI002349,O005813,P0050,4.0,0.013
LI002350,O003345,P0002,5.0,0.128
LI002351,O004457,P0077,2.0,0.072
LI002352,O001209,P0053,4.0,0.048
LI002353,O001859,P0041,4.0,0.168
LI002354,O002704,P0023,2.0,0.021
LI002355,O001972,P0061,2.0,0.217
LI002356,O005220,P0087,5.0,0.225
LI002357,O001114,P0031,2.0,0.081
LI002358,O000984,P0066,2.0,0.247
LI002359,O005366,P0002,5.0,0.1
LI002360,O003311,P0069,4.0,0.241
LI002361,O004002,P0060,2.0,0.247
LI002362,O002772,P0078,3.0,0.207
LI002363,O003153,P0023,1.0,0.031
LI002364,O002163,P0119,2.0,0.146
LI002365,O006420,P0057,2.0,0.183
LI002366,O002128,P0035,1.0,0.019
LI002367,O003640,P0110,3.0,0.223
LI002368,O004275,P0001,4.0,0.213
LI002369,O000561,P0105,3.0,0.233
LI002370,O006404,P0048,1.0,0.129
LI002371,O001810,P0049,2.0,0.081
LI002372,O004388,P0040,4.0,0.127
LI002373,O002933,P0062,3.0,0.182
LI002374,O000291,P0015,3.0,0.104
LI002375,O004638,P0030,4.0,0.088
LI002376,O001910,P0021,3.0,0.019
LI002377,O004690,P0008,1.0,0.112
LI002378,O001429,P0007,4.0,0.098
LI002379,O000948,P0105,1.0,0.166
LI002380,O002528,P0034,4.0,0.11
LI002381,O001349,P0064,1.0,0.001
LI002382,O000381,P0042,2.0,0.121
LI002383,O001705,P0101,2.0,0.193
LI002384,O000310,P0112,3.0,0.236
LI002385,O003415,P0053,4.0,0.048
LI002386,O005790,P0096,4.0,0.106
LI002387,O001499,P0097,1.0,0.212
LI002388,O002895,P0070,3.0,0.011
LI002389,O005262,P0106,3.0,0.087
LI002390,O000661,P0010,4.0,0.148
LI002391,O003448,P0090,2.0,0.086
LI002392,O002274,P0058,4.0,0.122
LI002393,O001498,P0115,4.0,0.235
LI002394,O002073,P0109,5.0,0.006
LI002395,O003437,P0090,1.0,0.019
LI002396,O002143,P0083,1.0,0.049
LI002397,O004661,P0099,5.0,0.096
LI002398,O001606,P0109,3.0,0.118
LI002399,O005296,P0004,1.0,0.009
LI002400,O004740,P0089,3.0,0.221
LI002401,O001432,P0008,2.0,0.19
LI002402,O001951,P0012,3.0,0.067
LI002403,O003923,P0118,1.0,0.064
LI002404,O000459,P0088,3.0,0.006
LI002405,O002949,P0088,2.0,0.1
LI002406,O000338,P0081,5.0,0.064
LI002407,O003944,P0025,1.0,0.155
LI002408,O005451,P0097,2.0,0.137
LI002409,O002014,P0027,4.0,0.239
LI002410,O004021,P0002,5.0,0.199
LI002411,O000345,P0073,5.0,0.02
LI002412,O004672,P0055,1.0,0.176
LI002413,O005667,P0058,2.0,0.027
LI002414,O005644,P0033,4.0,0.081
LI002415,O000943,P0083,2.0,0.139
LI002416,O000346,P0049,3.0,0.124
LI002417,O003895,P0005,1.0,0.173
LI002418,O003320,P0047,3.0,0.203
LI002419,O003696,P0084,3.0,0.207
LI002420,O000325,P0024,5.0,0.015
LI002421,O002139,P0095,5.0,0.16
LI002422,O004390,P0044,3.0,0.24
LI002423,O003613,P0068,2.0,0.189
LI002424,O000524,P0096,1.0,0.13
LI002425,O002898,P0111,1.0,0.25
LI002426,O003741,P0099,2.0,0.011
LI002427,O000259,P0014,3.0,0.022
LI002428,O001111,P0036,1.0,0.192
LI002429,O005614,P0051,5.0,0.137
LI002430,O006330,P0006,4.0,0.031
LI002431,O006488,P0017,5.0,0.094
LI002432,O000821,P0082,2.0,0.016
LI002433,O005989,P0072,4.0,0.132
LI002434,O002789,P0051,1.0,0.026
LI002435,O005636,P0052,1.0,0.002
LI002436,O004665,P0012,4.0,0.081
LI002437,O004605,P0081,1.0,0.058
LI002438,O001564,P0095,4.0,0.091
LI002439,O006160,P0115,3.0,0.088
LI002440,O004621,P0001,2.0,0.158
LI002441,O006344,P0011,5.0,0.17
LI002442,O001208,P0106,4.0,0.032
LI002443,O000309,P0016,4.0,0.122
LI002444,O001840,P0101,3.0,0.222
LI002445,O003353,P0113,5.0,0.037
LI002446,O001384,P0092,3.0,0.242
LI002447,O002307,P0009,3.0,0.005
LI002448,O006039,P0119,2.0,0.025
LI002449,O001181,P0008,1.0,0.044
LI002450,O002473,P0025,5.0,0.117
LI002451,O005141,P0074,3.0,0.075
LI002452,O002687,P0040,1.0,0.105
LI002453,O002968,P0067,1.0,0.235
LI002454,O005108,P0119,1.0,0.085
LI002455,O004446,P0023,1.0,0.212
LI002456,O000961,P0062,2.0,0.018
LI002457,O003457,P0023,2.0,0.203
LI002458,O000438,P0044,3.0,0.225
LI002459,O000456,P0056,1.0,0.071
LI002460,O003818,P0068,3.0,0.137
LI002461,O001570,P0118,4.0,0.047
LI002462,O001104,P0114,2.0,0.023
LI002463,O005572,P0023,2.0,0.193
LI002464,O001619,P0009,5.0,0.157
LI002465,O003613,P0117,4.0,0.188
LI002466,O001513,P0004,2.0,0.11
LI002467,O004739,P0034,1.0,0.062
LI002468,O000392,P0103,1.0,0.107
LI002469,O002622,P0082,1.0,0.016
LI002470,O006177,P0034,3.0,0.071
LI002471,O000921,P0098,2.0,0.074
LI002472,O005720,P0042,3.0,0.179
LI002473,O006042,P0003,2.0,0.013
LI002474,O002458,P0083,5.0,0.061
LI002475,O003601,P0034,3.0,0.069
LI002476,O005211,P0090,2.0,0.138
LI002477,O004509,P0099,5.0,0.061
LI002478,O006443,P0105,2.0,0.033
LI002479,O001789,P0107,4.0,0.064
LI002480,O006217,P0095,3.0,0.105
LI002481,O000261,P0043,1.0,0.131
LI002482,O002014,P0091,5.0,0.009
LI002483,O001336,P0067,5.0,0.077
LI002484,O005055,P0037,1.0,0.191
LI002485,O005945,P0012,5.0,0.149
LI002486,O006135,P0111,1.0,0.114
LI002487,O005285,P0087,1.0,0.113
LI002488,O000335,P0081,2.0,0.092
LI002489,O002780,P0016,3.0,0.086
LI002490,O000804,P0062,4.0,0.1
LI002491,O002438,P0017,5.0,0.217
LI002492,O002808,P0015,2.0,0.117
LI002493,O005068,P0026,4.0,0.167
LI002494,O005191,P0045,4.0,0.202
LI002495,O000941,P0002,5.0,0.108
LI002496,O003164,P0017,5.0,0.21
LI002497,O000903,P0065,2.0,0.248
LI002498,O003433,P0094,5.0,0.126
LI002499,O001269,P0096,4.0,0.101
LI002500,O000024,P0030,5.0,0.201
LI002501,O004653,P0106,2.0,0.162
LI002502,O002749,P0068,2.0,0.153
LI002503,O002451,P0106,2.0,0.222
LI002504,O001397,P0044,5.0,0.162
LI002505,O003358,P0096,3.0,0.16
LI002506,O003905,P0060,2.0,0.052
LI002507,O002489,P0099,3.0,0.172
LI002508,O005973,P0001,1.0,0.228
LI002509,O003667,P0019,2.0,0.144
LI002510,O001758,P0033,3.0,0.226
LI002511,O004978,P0083,3.0,0.085
LI002512,O001879,P0036,4.0,0.011
LI002513,O005339,P0091,3.0,0.111
LI002514,O002533,P0077,4.0,0.001
LI002515,O003515,P0091,3.0,0.039
LI002516,O005338,P0110,3.0,0.048
LI002517,O003774,P0078,1.0,0.133
LI002518,O002079,P0024,3.0,0.237
LI002519,O006466,P0099,5.0,0.005
LI002520,O005370,P0083,5.0,0.059
LI002521,O004662,P0025,5.0,0.242
LI002522,O002058,P0011,1.0,0.22
LI002523,O000678,P0009,3.0,0.209
LI002524,O004947,P0006,1.0,0.023
LI002525,O002975,P0058,3.0,0.161
LI002526,O000285,P0100,4.0,0.051
LI002527,O002201,P0101,1.0,0.163
LI002528,O005649,P0029,5.0,0.107
LI002529,O004467,P0073,5.0,0.159
LI002530,O006445,P0097,5.0,0.107
LI002531,O001841,P0087,3.0,0.227
LI002532,O001879,P0079,3.0,0.006
LI002533,O006290,P0011,1.0,0.048
LI002534,O001611,P0023,2.0,0.208
LI002535,O003963,P0026,3.0,0.184
LI002536,O004237,P0001,2.0,0.047
LI002537,O003160,P0094,2.0,0.03
LI002538,O003499,P0081,3.0,0.078
LI002539,O002132,P0047,1.0,0.12
LI002540,O003315,P0110,2.0,0.012
LI002541,O005226,P0041,1.0,0.211
LI002542,O005724,P0023,1.0,0.13
LI002543,O001379,P0100,3.0,0.23
LI002544,O006165,P0105,2.0,0.081
LI002545,O003078,P0005,1.0,0.012
LI002546,O003015,P0099,2.0,0.218
LI002547,O005341,P0050,1.0,0.037
LI002548,O003893,P0009,3.0,0.084
LI002549,O005207,P0004,1.0,0.116
LI002550,O001716,P0071,3.0,0.123
LI002551,O000453,P0065,3.0,0.006
LI002552,O000342,P0080,2.0,0.132
LI002553,O000393,P0057,2.0,0.019
LI002554,O005472,P0025,2.0,0.082
LI002555,O001270,P0058,4.0,0.244
LI002556,O005806,P0006,2.0,0.07
LI002557,O003051,P0102,2.0,0.203
LI002558,O004060,P0014,1.0,0.128
LI002559,O000971,P0063,4.0,0.051
LI002560,O005703,P0118,4.0,0.18
LI002561,O002206,P0101,1.0,0.139
LI002562,O004795,P0075,2.0,0.133
LI002563,O000166,P0065,5.0,0.007
LI002564,O006178,P0052,3.0,0.083
LI002565,O000255,P0106,4.0,0.184
LI002566,O000302,P0065,1.0,0.199
LI002567,O006364,P0117,5.0,0.204
LI002568,O003104,P0100,3.0,0.009
LI002569,O005031,P0008,5.0,0.041
LI002570,O003841,P0096,2.0,0.246
LI002571,O002557,P0097,1.0,0.039
LI002572,O001506,P0008,3.0,0.053
LI002573,O001257,P0014,3.0,0.201
LI002574,O005049,P0024,2.0,0.098
LI002575,O002263,P0064,2.0,0.029
LI002576,O004341,P0113,2.0,0.031
LI002577,O006164,P0105,1.0,0.021
LI002578,O000210,P0093,4.0,0.045
LI002579,O003794,P0025,5.0,0.124
LI002580,O004522,P0006,1.0,0.004
LI002581,O003048,P0001,1.0,0.029
LI002582,O000981,P0119,5.0,0.227
LI002583,O002120,P0087,3.0,0.219
LI002584,O003746,P0105,5.0,0.208
LI002585,O000178,P0033,2.0,0.177
LI002586,O001547,P0014,3.0,0.165
LI002587,O005995,P0063,1.0,0.069
LI002588,O002035,P0056,5.0,0.084
LI002589,O000299,P0062,1.0,0.059
LI002590,O006410,P0028,1.0,0.245
LI002591,O002568,P0029,5.0,0.159
LI002592,O003567,P0107,1.0,0.241
LI002593,O004040,P0104,4.0,0.068
LI002594,O000275,P0023,4.0,0.155
LI002595,O005825,P0044,1.0,0.19
LI002596,O005943,P0038,3.0,0.024
LI002597,O002996,P0049,3.0,0.167
LI002598,O005891,P0043,3.0,0.042
LI002599,O000053,P0010,3.0,0.082
LI002600,O005942,P0027,4.0,0.179
LI002601,O001424,P0008,3.0,0.11
LI002602,O005534,P0108,5.0,0.23
LI002603,O001628,P0117,3.0,0.06
LI002604,O006044,P0068,5.0,0.038
LI002605,O000489,P0085,4.0,0.084
LI002606,O002355,P0085,5.0,0.213
LI002607,O000417,P0030,5.0,0.212
LI002608,O002557,P0013,1.0,0.092
