customer_id,customer_name,age,city,segment,signup_date
C00428,Customer 0428,65.0,Kisumu,Business,2024-03-30
C00429,Customer 0429,56.0,Eldoret,Wholesale,2025-03-21
C00430,Customer 0430,46.0,Mombasa,Consumer,2024-11-27
C00431,Customer 0431,59.0,Nairobi,Consumer,2024-05-18
C00432,Customer 0432,43.0,Nakuru,Consumer,2024-12-22
C00433,Customer 0433,52.0,Nakuru,Consumer,2025-08-23
C00434,Customer 0434,67.0,Kisumu,Consumer,2024-09-30
C00435,Customer 0435,42.0,Nakuru,Business,2024-01-19
C00436,Customer 0436,41.0,Eldoret,Consumer,2024-11-06
C00437,Customer 0437,30.0,Eldoret,Business,2024-06-02
C00438,Customer 0438,24.0,Kisumu,Business,2025-01-24
C00439,Customer 0439,53.0,Eldoret,Business,2024-09-16
C00440,Customer 0440,62.0,Mombasa,Wholesale,2025-09-11
C00441,Customer 0441,37.0,Kisumu,Wholesale,2025-07-24
C00442,Customer 0442,18.0,Mombasa,Business,2024-05-04
C00443,Customer 0443,25.0,Nairobi,Wholesale,2024-12-19
C00444,Customer 0444,63.0,Mombasa,Consumer,2024-09-29
C00445,Customer 0445,33.0,Nairobi,Consumer,2025-09-10
C00446,Customer 0446,31.0,Nairobi,Business,2024-09-01
C00447,Customer 0447,29.0,Mombasa,Consumer,2025-03-25
C00448,Customer 0448,68.0,Kisumu,Business,2024-09-03
C00449,Customer 0449,40.0,Eldoret,Business,2025-06-03
C00450,Customer 0450,32.0,Eldoret,Consumer,2024-05-20
C00451,Customer 0451,45.0,Nairobi,Wholesale,2024-12-27
C00452,Customer 0452,51.0,Nairobi,Consumer,2024-01-08
C00453,Customer 0453,19.0,Kisumu,Consumer,2025-04-22
C00454,Customer 0454,49.0,Nakuru,Business,2024-12-17
C00455,Customer 0455,40.0,Mombasa,Business,2025-05-09
C00456,Customer 0456,39.0,Nairobi,Business,2025-08-28
C00457,Customer 0457,68.0,Eldoret,Business,2025-03-02
C00458,Customer 0458,42.0,Kisumu,Wholesale,2024-02-08
C00459,Customer 0459,39.0,Mombasa,Wholesale,2025-08-15
C00460,Customer 0460,39.0,Kisumu,Wholesale,2024-07-05
C00461,Customer 0461,66.0,Mombasa,Business,2025-08-18
C00462,Customer 0462,69.0,Mombasa,Business,2025-08-22
C00463,Customer 0463,59.0,Nairobi,Business,2024-04-02
C00464,Customer 0464,23.0,Kisumu,Wholesale,2024-03-26
C00465,Customer 0465,32.0,Kisumu,Business,2024-02-13
C00466,Customer 0466,60.0,Eldoret,Consumer,2024-05-16
C00467,Customer 0467,54.0,Eldoret,Consumer,2025-02-24
C00468,Customer 0468,50.0,Nairobi,Business,2024-03-14
C00469,Customer 0469,25.0,Nairobi,Consumer,2025-07-01
C00470,Customer 0470,70.0,Nakuru,Consumer,2025-09-04
C00471,Customer 0471,61.0,Eldoret,Wholesale,2025-05-26
C00472,Customer 0472,61.0,Mombasa,Business,2024-06-04
C00473,Customer 0473,22.0,Kisumu,Business,2024-09-11
C00474,Customer 0474,56.0,Nairobi,Wholesale,2024-06-19
C00475,Customer 0475,21.0,Kisumu,Consumer,2025-12-28
C00476,Customer 0476,23.0,Kisumu,Consumer,2024-06-18
C00477,Customer 0477,62.0,Nakuru,Business,2024-11-17
C00478,Customer 0478,49.0,Eldoret,Consumer,2025-07-20
C00479,Customer 0479,69.0,Nairobi,Wholesale,2025-03-31
C00480,Customer 0480,47.0,Kisumu,Wholesale,2025-08-25
C00481,Customer 0481,64.0,Nairobi,Business,2025-09-04
C00482,Customer 0482,52.0,Mombasa,Wholesale,2024-06-03
C00483,Customer 0483,57.0,Nakuru,Wholesale,2024-12-14
C00484,Customer 0484,69.0,Mombasa,Business,2025-03-26
C00485,Customer 0485,33.0,Nairobi,Wholesale,2025-10-14
C00486,Customer 0486,30.0,Nairobi,Wholesale,2024-06-21
C00487,Customer 0487,67.0,Eldoret,Wholesale,2024-01-10
C00488,Customer 0488,59.0,Kisumu,Consumer,2024-09-21
C00489,Customer 0489,47.0,Kisumu,Business,2025-03-13
C00490,Customer 0490,36.0,Mombasa,Business,2024-09-03
C00491,Customer 0491,34.0,Nakuru,Business,2025-10-28
C00492,Customer 0492,36.0,Kisumu,Consumer,2025-06-29
C00493,Customer 0493,45.0,Eldoret,Consumer,2025-05-13
C00494,Customer 0494,43.0,Mombasa,Business,2024-05-08
C00495,Customer 0495,54.0,Mombasa,Consumer,2025-11-02
C00496,Customer 0496,43.0,Eldoret,Business,2025-08-23
C00497,Customer 0497,70.0,Nakuru,Consumer,2025-08-27
C00498,Customer 0498,40.0,Eldoret,Wholesale,2024-11-22
C00499,Customer 0499,26.0,Nakuru,Wholesale,2025-02-07
C00500,Customer 0500,29.0,Eldoret,Business,2025-09-20
C00501,Customer 0501,70.0,Eldoret,Consumer,2025-08-28
C00502,Customer 0502,18.0,Nairobi,Consumer,2025-11-05
C00503,Customer 0503,18.0,Mombasa,Wholesale,2025-09-02
C00504,Customer 0504,64.0,Eldoret,Wholesale,2025-09-16
C00505,Customer 0505,51.0,Eldoret,Consumer,2024-12-24
C00506,Customer 0506,49.0,Kisumu,Consumer,2025-08-25
C00507,Customer 0507,65.0,Mombasa,Consumer,2025-12-18
C00508,Customer 0508,42.0,Kisumu,Consumer,2024-01-17
C00509,Customer 0509,57.0,Mombasa,Consumer,2024-09-30
C00510,Customer 0510,62.0,Kisumu,Consumer,2025-11-15
C00511,Customer 0511,70.0,Eldoret,Business,2024-04-25
C00512,Customer 0512,18.0,Eldoret,Consumer,2025-11-23
C00513,Customer 0513,33.0,Nairobi,Wholesale,2024-03-31
C00514,Customer 0514,56.0,Kisumu,Business,2024-03-22
C00515,Customer 0515,22.0,Nakuru,Consumer,2024-11-19
C00516,Customer 0516,39.0,Nairobi,Wholesale,2024-04-23
C00517,Customer 0517,46.0,Kisumu,Business,2024-02-27
C00518,Customer 0518,20.0,Kisumu,Wholesale,2024-06-02
C00519,Customer 0519,29.0,Nairobi,Consumer,2025-02-07
C00520,Customer 0520,43.0,Eldoret,Consumer,2025-09-19
C00521,Customer 0521,33.0,Kisumu,Consumer,2024-09-22
C00522,Customer 0522,68.0,Eldoret,Consumer,2024-11-10
C00523,Customer 0523,54.0,Nairobi,Business,2025-12-15
C00524,Customer 0524,39.0,Eldoret,Business,2024-02-10
C00525,Customer 0525,46.0,Mombasa,Wholesale,2024-04-14
C00526,Customer 0526,31.0,Nakuru,Consumer,2024-07-11
C00527,Customer 0527,45.0,Kisumu,Wholesale,2025-02-04
C00528,Customer 0528,22.0,Nakuru,Business,2024-10-04
C00529,Customer 0529,64.0,Eldoret,Consumer,2024-12-19
C00530,Customer 0530,66.0,Kisumu,Consumer,2025-08-02
C00531,Customer 0531,47.0,Eldoret,Business,2025-12-09
C00532,Customer 0532,63.0,Mombasa,Business,2024-09-12
C00533,Customer 0533,69.0,Nairobi,Business,2025-10-12
C00534,Customer 0534,22.0,Kisumu,Business,2025-10-22
C00535,Customer 0535,29.0,Mombasa,Business,2024-04-08
C00536,Customer 0536,33.0,Mombasa,Consumer,2025-08-10
C00537,Customer 0537,43.0,Kisumu,Business,2024-10-08
C00538,Customer 0538,43.0,Eldoret,Consumer,2025-02-06
C00539,Customer 0539,65.0,Mombasa,Consumer,2024-04-18
C00540,Customer 0540,38.0,Nakuru,Business,2025-11-30
C00541,Customer 0541,56.0,Mombasa,Business,2024-07-17
C00542,Customer 0542,53.0,Eldoret,Consumer,2024-10-29
C00543,Customer 0543,50.0,Eldoret,Business,2024-11-22
C00544,Customer 0544,47.0,Nakuru,Business,2024-06-02
C00545,Customer 0545,54.0,Mombasa,Business,2025-07-05
C00546,Customer 0546,40.0,Eldoret,Wholesale,2025-10-06
C00547,Customer 0547,27.0,Kisumu,Consumer,2025-02-08
C00548,Customer 0548,22.0,Nairobi,Wholesale,2025-04-06
C00549,Customer 0549,53.0,Nairobi,Business,2024-05-11
C00550,Customer 0550,51.0,Nairobi,Wholesale,2024-03-24
C00551,Customer 0551,69.0,Mombasa,Business,2025-02-02
C00552,Customer 0552,48.0,Nakuru,Wholesale,2025-09-19
C00553,Customer 0553,27.0,Eldoret,Business,2024-04-18
C00554,Customer 0554,36.0,Kisumu,Wholesale,2024-08-08
C00555,Customer 0555,49.0,Kisumu,Wholesale,2025-07-06
C00556,Customer 0556,18.0,Mombasa,Wholesale,2025-01-02
C00557,Customer 0557,22.0,Nairobi,Consumer,2024-05-26
C00558,Customer 0558,62.0,Mombasa,Wholesale,2024-04-21
C00559,Customer 0559,21.0,Nakuru,Consumer,2025-09-06
C00560,Customer 0560,33.0,Nakuru,Business,2025-07-11
C00561,Customer 0561,41.0,Eldoret,Wholesale,2025-05-08
C00562,Customer 0562,33.0,Eldoret,Business,2025-05-19
C00563,Customer 0563,19.0,Nakuru,Business,2025-04-19
C00564,Customer 0564,66.0,Nakuru,Wholesale,2024-09-27
C00565,Customer 0565,45.0,Nakuru,Consumer,2025-02-24
C00566,Customer 0566,49.0,Mombasa,Wholesale,2025-12-07
C00567,Customer 0567,44.0,Nakuru,Business,2025-01-01
C00568,Customer 0568,37.0,Kisumu,Business,2024-10-06
C00569,Customer 0569,41.0,Nairobi,Wholesale,2024-10-09
C00570,Customer 0570,29.0,Nakuru,Consumer,2024-02-09
C00571,Customer 0571,67.0,Nairobi,Consumer,2024-07-07
C00572,Customer 0572,52.0,Mombasa,Business,2024-06-12
C00573,Customer 0573,50.0,Nairobi,Business,2025-06-19
C00574,Customer 0574,50.0,Mombasa,Consumer,2025-06-19
C00575,Customer 0575,68.0,Kisumu,Wholesale,2024-01-04
C00576,Customer 0576,60.0,Mombasa,Business,2024-10-16
C00577,Customer 0577,54.0,Mombasa,Consumer,2025-03-08
C00578,Customer 0578,29.0,Eldoret,Business,2025-04-15
C00579,Customer 0579,20.0,Nakuru,Wholesale,2024-06-29
C00580,Customer 0580,18.0,Nakuru,Consumer,2024-09-04
C00581,Customer 0581,50.0,Kisumu,Business,2025-09-19
C00582,Customer 0582,57.0,Kisumu,Wholesale,2024-10-05
C00583,Customer 0583,27.0,Nakuru,Business,2025-08-03
C00584,Customer 0584,60.0,Eldoret,Wholesale,2024-09-10
C00585,Customer 0585,61.0,Nakuru,Wholesale,2024-06-29
C00586,Customer 0586,46.0,Eldoret,Consumer,2025-11-11
C00587,Customer 0587,30.0,Kisumu,Wholesale,2025-05-23
C00588,Customer 0588,29.0,Nairobi,Business,2025-11-30
C00589,Customer 0589,48.0,Kisumu,Wholesale,2025-07-19
C00590,Customer 0590,63.0,Kisumu,Wholesale,2024-11-21
C00591,Customer 0591,19.0,Mombasa,Consumer,2024-12-22
C00592,Customer 0592,68.0,Mombasa,Wholesale,2025-10-11
C00593,Customer 0593,67.0,Mombasa,Wholesale,2025-11-10
C00594,Customer 0594,52.0,Mombasa,Business,2025-01-25
C00595,Customer 0595,40.0,Eldoret,Consumer,2025-09-06
C00596,Customer 0596,34.0,Nakuru,Consumer,2024-03-25
C00597,Customer 0597,43.0,Nairobi,Consumer,2024-11-12
C00598,Customer 0598,25.0,Kisumu,Wholesale,2024-07-30
C00599,Customer 0599,46.0,Eldoret,Consumer,2025-05-29
C00600,Customer 0600,43.0,Nairobi,Wholesale,2025-01-18
C00601,Customer 0601,27.0,Eldoret,Wholesale,2025-11-21
C00602,Customer 0602,43.0,Eldoret,Business,2024-12-07
C00603,Customer 0603,51.0,Kisumu,Business,2024-02-07
C00604,Customer 0604,68.0,Nakuru,Business,2025-05-25
C00605,Customer 0605,58.0,Mombasa,Business,2025-02-23
C00606,Customer 0606,24.0,Nakuru,Business,2024-06-17
C00607,Customer 0607,21.0,Kisumu,Wholesale,2024-12-08
C00608,Customer 0608,70.0,Kisumu,Wholesale,2024-11-01
C00609,Customer 0609,67.0,Kisumu,Consumer,2025-06-25
C00610,Customer 0610,62.0,Nairobi,Wholesale,2025-12-02
C00611,Customer 0611,28.0,Nakuru,Wholesale,2025-06-20
C00612,Customer 0612,46.0,Nakuru,Business,2024-04-21
C00613,Customer 0613,53.0,Eldoret,Wholesale,2025-02-14
C00614,Customer 0614,42.0,Eldoret,Business,2024-07-24
C00615,Customer 0615,38.0,Eldoret,Consumer,2024-07-03
C00616,Customer 0616,53.0,Kisumu,Consumer,2025-01-16
C00617,Customer 0617,27.0,Nakuru,Wholesale,2025-05-10
C00618,Customer 0618,54.0,Kisumu,Consumer,2025-01-13
C00619,Customer 0619,26.0,Nairobi,Wholesale,2024-02-16
C00620,Customer 0620,41.0,Eldoret,Consumer,2025-07-04
C00621,Customer 0621,52.0,Kisumu,Business,2025-06-11
C00622,Customer 0622,66.0,Kisumu,Business,2025-05-18
C00623,Customer 0623,52.0,Nairobi,Business,2024-01-22
C00624,Customer 0624,65.0,Mombasa,Business,2024-07-31
C00625,Customer 0625,53.0,Nakuru,Wholesale,2024-11-05
C00626,Customer 0626,35.0,Mombasa,Consumer,2025-10-22
C00627,Customer 0627,66.0,Eldoret,Wholesale,2024-09-28
C00628,Customer 0628,56.0,Kisumu,Business,2025-07-24
C00629,Customer 0629,49.0,Nairobi,Wholesale,2024-07-20
C00630,Customer 0630,41.0,Nairobi,Consumer,2024-02-01
C00631,Customer 0631,40.0,Nakuru,Wholesale,2025-03-18
C00632,Customer 0632,49.0,Mombasa,Consumer,2024-06-10
C00633,Customer 0633,54.0,Nakuru,Wholesale,2024-09-10
C00634,Customer 0634,29.0,Kisumu,Consumer,2025-06-04
C00635,Customer 0635,66.0,Nakuru,Consumer,2025-10-12
C00636,Customer 0636,30.0,Nairobi,Business,2025-04-24
C00637,Customer 0637,40.0,Nairobi,Consumer,2024-01-10
C00638,Customer 0638,42.0,Eldoret,Business,2025-12-26
C00639,Customer 0639,52.0,Eldoret,Business,2025-05-19
C00640,Customer 0640,58.0,Kisumu,Business,2025-07-13
C00641,Customer 0641,47.0,Mombasa,Wholesale,2025-03-11
C00642,Customer 0642,34.0,Nakuru,Wholesale,2024-04-20
C00643,Customer 0643,66.0,Kisumu,Wholesale,2024-06-01
C00644,Customer 0644,37.0,Eldoret,Wholesale,2025-09-26
C00645,Customer 0645,65.0,Nakuru,Consumer,2024-04-11
C00646,Customer 0646,42.0,Eldoret,Consumer,2024-07-09
C00647,Customer 0647,39.0,Nakuru,Wholesale,2025-12-29
C00648,Customer 0648,30.0,Mombasa,Consumer,2025-07-16
C00649,Customer 0649,36.0,Kisumu,Consumer,2024-03-21
C00650,Customer 0650,66.0,Nakuru,Business,2025-05-03
C00651,Customer 0651,53.0,Nairobi,Business,2024-03-28
C00652,Customer 0652,29.0,Nairobi,Business,2024-07-12
C00653,Customer 0653,58.0,Nakuru,Business,2024-04-13
C00654,Customer 0654,36.0,Nakuru,Consumer,2024-04-05
C00655,Customer 0655,29.0,Nakuru,Wholesale,2025-02-26
C00656,Customer 0656,26.0,Nairobi,Consumer,2024-07-16
C00657,Customer 0657,24.0,Nairobi,Consumer,2024-01-01
C00658,Customer 0658,45.0,Nakuru,Consumer,2025-02-10
C00659,Customer 0659,31.0,Eldoret,Business,2025-01-12
C00660,Customer 0660,48.0,Eldoret,Business,2024-06-15
C00661,Customer 0661,69.0,Mombasa,Business,2025-05-23
C00662,Customer 0662,36.0,Kisumu,Wholesale,2025-09-29
C00663,Customer 0663,64.0,Eldoret,Consumer,2024-11-08
C00664,Customer 0664,33.0,Nairobi,Wholesale,2025-08-15
C00665,Customer 0665,70.0,Eldoret,Business,2025-02-21
C00666,Customer 0666,22.0,Mombasa,Wholesale,2025-11-11
C00667,Customer 0667,52.0,Mombasa,Consumer,2025-04-21
C00668,Customer 0668,29.0,Kisumu,Consumer,2024-03-13
C00669,Customer 0669,42.0,Eldoret,Business,2024-05-20
C00670,Customer 0670,69.0,Nairobi,Business,2025-08-04
C00671,Customer 0671,38.0,Nairobi,Wholesale,2024-09-18
C00672,Customer 0672,53.0,Nakuru,Business,2024-12-05
C00673,Customer 0673,70.0,Nairobi,Business,2024-11-03
C00674,Customer 0674,40.0,Kisumu,Consumer,2024-09-01
C00675,Customer 0675,33.0,Kisumu,Business,2025-05-29
C00676,Customer 0676,56.0,Nairobi,Business,2024-12-02
C00677,Customer 0677,62.0,Nairobi,Consumer,2025-07-28
C00678,Customer 0678,70.0,Nakuru,Consumer,2025-07-14
C00679,Customer 0679,59.0,Nairobi,Wholesale,2024-03-16
C00680,Customer 0680,56.0,Nakuru,Business,2024-06-23
C00681,Customer 0681,31.0,Nakuru,Consumer,2024-04-18
C00682,Customer 0682,48.0,Nairobi,Wholesale,2024-07-01
C00683,Customer 0683,22.0,Mombasa,Wholesale,2024-07-10
C00684,Customer 0684,52.0,Mombasa,Business,2024-03-05
C00685,Customer 0685,40.0,Nakuru,Business,2025-04-18
C00686,Customer 0686,46.0,Nairobi,Wholesale,2024-04-09
C00687,Customer 0687,60.0,Mombasa,Consumer,2025-06-27
C00688,Customer 0688,28.0,Nairobi,Wholesale,2024-05-07
C00689,Customer 0689,35.0,Nairobi,Business,2025-03-27
C00690,Customer 0690,64.0,Nairobi,Consumer,2025-01-03
C00691,Customer 0691,29.0,Eldoret,Consumer,2024-02-12
C00692,Customer 0692,26.0,Nairobi,Wholesale,2025-02-22
C00693,Customer 0693,27.0,Eldoret,Business,2025-05-02
C00694,Customer 0694,61.0,Nakuru,Wholesale,2024-03-18
C00695,Customer 0695,34.0,Mombasa,Wholesale,2024-09-26
C00696,Customer 0696,55.0,Mombasa,Wholesale,2025-11-04
C00697,Customer 0697,24.0,Mombasa,Consumer,2025-12-01
C00698,Customer 0698,63.0,Mombasa,Consumer,2025-12-28
C00699,Customer 0699,30.0,Mombasa,Business,2024-11-10
C00700,Customer 0700,57.0,Mombasa,Business,2024-06-16
C00701,Customer 0701,59.0,Mombasa,Wholesale,2024-12-04
C00702,Customer 0702,26.0,Nakuru,Wholesale,2024-07-11
C00703,Customer 0703,67.0,Nairobi,Wholesale,2025-03-28
C00704,Customer 0704,44.0,Kisumu,Business,2024-10-09
C00705,Customer 0705,19.0,Eldoret,Consumer,2024-12-01
C00706,Customer 0706,22.0,Kisumu,Consumer,2025-01-24
C00707,Customer 0707,46.0,Kisumu,Wholesale,2025-06-08
C00708,Customer 0708,54.0,Nairobi,Wholesale,2024-08-27
C00709,Customer 0709,55.0,Nairobi,Wholesale,2025-04-27
C00710,Customer 0710,36.0,Nairobi,Wholesale,2025-10-20
C00711,Customer 0711,25.0,Mombasa,Business,2025-12-16
C00712,Customer 0712,65.0,Nakuru,Consumer,2025-08-14
C00713,Customer 0713,62.0,Mombasa,Wholesale,2025-07-08
C00714,Customer 0714,18.0,Nakuru,Business,2025-04-02
C00715,Customer 0715,39.0,Nakuru,Wholesale,2024-03-29
C00716,Customer 0716,69.0,Kisumu,Wholesale,2025-10-21
C00717,Customer 0717,34.0,Kisumu,Consumer,2024-04-04
C00718,Customer 0718,24.0,Nakuru,Wholesale,2025-03-27
C00719,Customer 0719,42.0,Nakuru,Consumer,2025-03-03
C00720,Customer 0720,62.0,Mombasa,Consumer,2024-05-30
C00721,Customer 0721,21.0,Mombasa,Consumer,2025-05-28
C00722,Customer 0722,53.0,Kisumu,Business,2025-01-10
C00723,Customer 0723,23.0,Nairobi,Business,2024-01-22
C00724,Customer 0724,48.0,Nakuru,Consumer,2024-11-08
C00725,Customer 0725,36.0,Mombasa,Wholesale,2025-06-02
C00726,Customer 0726,61.0,Kisumu,Consumer,2024-07-24
C00727,Customer 0727,56.0,Mombasa,Wholesale,2025-01-09
C00728,Customer 0728,44.0,Nakuru,Consumer,2025-03-26
C00729,Customer 0729,27.0,Nakuru,Wholesale,2025-09-17
C00730,Customer 0730,43.0,Eldoret,Business,2025-08-17
C00731,Customer 0731,36.0,Nairobi,Wholesale,2024-06-27
C00732,Customer 0732,56.0,Eldoret,Consumer,2024-07-28
C00733,Customer 0733,20.0,Kisumu,Business,2025-05-14
C00734,Customer 0734,62.0,Mombasa,Wholesale,2025-04-08
C00735,Customer 0735,30.0,Kisumu,Wholesale,2024-05-03
C00736,Customer 0736,67.0,Nakuru,Wholesale,2024-04-22
C00737,Customer 0737,45.0,Eldoret,Wholesale,2024-01-12
C00738,Customer 0738,37.0,Eldoret,Wholesale,2024-05-05
C00739,Customer 0739,45.0,Eldoret,Business,2025-07-18
C00740,Customer 0740,25.0,Kisumu,Business,2024-11-26
C00741,Customer 0741,58.0,Nakuru,Business,2024-10-09
C00742,Customer 0742,56.0,Mombasa,Business,2024-05-19
C00743,Customer 0743,18.0,Mombasa,Consumer,2025-02-04
C00744,Customer 0744,20.0,Kisumu,Business,2024-04-06
C00745,Customer 0745,30.0,Eldoret,Wholesale,2025-05-31
C00746,Customer 0746,45.0,Nairobi,Wholesale,2025-07-22
C00747,Customer 0747,66.0,Kisumu,Business,2024-03-09
C00748,Customer 0748,42.0,Kisumu,Wholesale,2024-04-27
C00749,Customer 0749,50.0,Nakuru,Business,2024-02-28
C00750,Customer 0750,55.0,Mombasa,Wholesale,2024-02-02
C00751,Customer 0751,70.0,Kisumu,Consumer,2024-11-13
C00752,Customer 0752,23.0,Kisumu,Consumer,2024-02-19
C00753,Customer 0753,61.0,Eldoret,Business,2025-05-03
C00754,Customer 0754,62.0,Eldoret,Business,2024-01-19
C00755,Customer 0755,49.0,Nairobi,Business,2025-12-26
C00756,Customer 0756,62.0,Nakuru,Wholesale,2024-07-15
C00757,Customer 0757,64.0,Nairobi,Business,2025-03-25
C00758,Customer 0758,38.0,Eldoret,Consumer,2025-07-12
C00759,Customer 0759,33.0,Mombasa,Wholesale,2025-11-09
C00760,Customer 0760,38.0,Eldoret,Business,2025-03-27
C00761,Customer 0761,28.0,Nakuru,Wholesale,2024-10-15
C00762,Customer 0762,54.0,Eldoret,Wholesale,2024-05-20
C00763,Customer 0763,53.0,Nakuru,Business,2024-03-24
C00764,Customer 0764,52.0,Nakuru,Wholesale,2025-11-24
C00765,Customer 0765,36.0,Nakuru,Consumer,2025-01-25
C00766,Customer 0766,37.0,Nakuru,Consumer,2025-08-13
C00767,Customer 0767,35.0,Nakuru,Wholesale,2024-08-02
C00768,Customer 0768,64.0,Mombasa,Business,2025-06-09
C00769,Customer 0769,58.0,Nairobi,Wholesale,2024-08-02
C00770,Customer 0770,66.0,Kisumu,Consumer,2025-02-06
C00771,Customer 0771,31.0,Nairobi,Wholesale,2024-05-07
C00772,Customer 0772,32.0,Nakuru,Wholesale,2025-04-21
C00773,Customer 0773,48.0,Mombasa,Consumer,2025-02-07
C00774,Customer 0774,18.0,Eldoret,Wholesale,2024-01-29
C00775,Customer 0775,70.0,Mombasa,Wholesale,2024-12-03
C00776,Customer 0776,20.0,Nakuru,Business,2025-12-14
C00777,Customer 0777,33.0,Mombasa,Business,2024-12-26
C00778,Customer 0778,,Mombasa,Consumer,2025-07-22
C00779,Customer 0779,28.0,Nakuru,Consumer,2025-01-26
C00780,Customer 0780,29.0,Mombasa,Consumer,2024-08-05
C00781,Customer 0781,27.0,Kisumu,Business,2025-07-27
C00782,Customer 0782,49.0,Kisumu,Consumer,2025-10-30
C00783,Customer 0783,33.0,Mombasa,Consumer,2024-07-20
C00784,Customer 0784,25.0,Eldoret,Consumer,2024-01-17
C00785,Customer 0785,55.0,Nakuru,Business,2024-11-17
C00786,Customer 0786,29.0,Kisumu,Wholesale,2025-06-01
C00787,Customer 0787,41.0,Eldoret,Consumer,2025-07-23
C00788,Customer 0788,45.0,Mombasa,Wholesale,2024-11-20
C00789,Customer 0789,70.0,Eldoret,Consumer,2025-02-15
C00790,Customer 0790,25.0,Nairobi,Wholesale,2024-11-13
C00791,Customer 0791,45.0,Kisumu,Business,2025-11-11
C00792,Customer 0792,53.0,Mombasa,Business,2024-03-22
C00793,Customer 0793,43.0,Nakuru,Consumer,2025-04-18
C00794,Customer 0794,25.0,Mombasa,Wholesale,2025-04-12
C00795,Customer 0795,67.0,Nakuru,Business,2025-02-28
C00796,Customer 0796,45.0,Mombasa,Consumer,2025-11-19
C00797,Customer 0797,45.0,Eldoret,Consumer,2024-07-22
C00798,Customer 0798,54.0,Eldoret,Business,2025-08-05
C00799,Customer 0799,58.0,Eldoret,Business,2025-01-21
C00800,Customer 0800,53.0,Nairobi,Consumer,2024-04-07
C00801,Customer 0801,44.0,Nakuru,Wholesale,2024-12-10
C00802,Customer 0802,34.0,Eldoret,Wholesale,2024-07-26
C00803,Customer 0803,26.0,Nairobi,Wholesale,2025-05-28
C00804,Customer 0804,50.0,Nakuru,Consumer,2025-09-27
C00805,Customer 0805,70.0,Mombasa,Business,2025-08-08
C00806,Customer 0806,37.0,Nairobi,Consumer,2024-06-14
C00807,Customer 0807,30.0,Kisumu,Business,2024-01-22
C00808,Customer 0808,45.0,Nairobi,Wholesale,2024-06-02
C00809,Customer 0809,65.0,Nairobi,Wholesale,2025-03-14
C00810,Customer 0810,46.0,Nakuru,Business,2024-10-21
C00811,Customer 0811,30.0,Mombasa,Business,2024-08-06
C00812,Customer 0812,63.0,Kisumu,Consumer,2025-10-30
C00813,Customer 0813,52.0,Eldoret,Wholesale,2025-05-09
C00814,Customer 0814,23.0,Eldoret,Consumer,2024-08-17
C00815,Customer 0815,35.0,Nairobi,Consumer,2024-01-20
C00816,Customer 0816,68.0,Nakuru,Consumer,2025-07-06
C00817,Customer 0817,22.0,Nakuru,Wholesale,2024-05-27
C00818,Customer 0818,64.0,Eldoret,Consumer,2024-04-17
C00819,Customer 0819,42.0,Kisumu,Consumer,2025-02-06
C00820,Customer 0820,19.0,Mombasa,Consumer,2025-08-18
C00821,Customer 0821,27.0,Kisumu,Consumer,2025-04-27
C00822,Customer 0822,47.0,Mombasa,Consumer,2025-01-01
C00823,Customer 0823,67.0,Eldoret,Consumer,2025-02-17
C00824,Customer 0824,62.0,Mombasa,Wholesale,2024-11-04
C00825,Customer 0825,22.0,Nakuru,Consumer,2024-05-13
C00826,Customer 0826,50.0,Nairobi,Business,2025-12-19
C00827,Customer 0827,18.0,Nairobi,Consumer,2024-10-09
C00828,Customer 0828,35.0,Eldoret,Consumer,2024-03-13
C00829,Customer 0829,49.0,Nakuru,Wholesale,2025-04-25
C00830,Customer 0830,64.0,Kisumu,Wholesale,2024-12-17
C00831,Customer 0831,66.0,Nakuru,Business,2025-07-13
C00832,Customer 0832,28.0,Nairobi,Business,2024-11-21
C00833,Customer 0833,38.0,Nairobi,Wholesale,2025-03-18
C00834,Customer 0834,43.0,Nakuru,Wholesale,2024-04-09
C00835,Customer 0835,42.0,Nakuru,Consumer,2024-02-28
C00836,Customer 0836,39.0,Nairobi,Wholesale,2025-05-22
C00837,Customer 0837,44.0,Kisumu,Business,2024-09-14
C00838,Customer 0838,66.0,Eldoret,Consumer,2025-02-16
C00839,Customer 0839,30.0,Eldoret,Business,2025-03-27
C00840,Customer 0840,50.0,Nakuru,Consumer,2024-03-05
C00841,Customer 0841,51.0,Eldoret,Wholesale,2025-08-17
C00842,Customer 0842,58.0,Nairobi,Business,2024-06-02
C00843,Customer 0843,52.0,Nairobi,Consumer,2024-09-22
C00844,Customer 0844,18.0,Nakuru,Consumer,2024-03-19
C00845,Customer 0845,38.0,Nakuru,Wholesale,2024-11-10
C00846,Customer 0846,65.0,Nakuru,Wholesale,2025-10-23
C00847,Customer 0847,23.0,Kisumu,Wholesale,2025-07-13
C00848,Customer 0848,45.0,Eldoret,Business,2024-09-04
C00849,Customer 0849,34.0,Nakuru,Consumer,2025-09-01
C00850,Customer 0850,22.0,Mombasa,Wholesale,2025-02-17
C00851,Customer 0851,48.0,Mombasa,Business,2024-01-25
C00852,Customer 0852,22.0,Nairobi,Business,2024-10-10
C00853,Customer 0853,55.0,Eldoret,Business,2025-03-24
C00854,Customer 0854,20.0,Nakuru,Wholesale,2024-10-27
C00855,Customer 0855,70.0,Mombasa,Wholesale,2024-03-08
